[11777] ['(3-i)', '(4-2i)', '(4+7i)', '(8+5i)'] -> (((4-2i) - (3-i)) * ((4+7i) + (8+5i)))
[11793] ['(3-i)', '(4-2i)', '(4+8i)', '(7+3i)'] -> (((3-i) * (7+3i)) - ((4+8i) / (4-2i)))
[11796] ['(3-i)', '(4-2i)', '(4+8i)', '(8+4i)'] -> (((6+7i) - (2-5i)) / ((2+i) / (3-3i)))
[11805] ['(3-i)', '(4-2i)', '(4+8i)', '(9+5i)'] -> ((2+6i) * ((1-3i) - ((4+2i) / (1-7i))))
[11816] ['(3-i)', '(4-2i)', '(4+9i)', '(8+3i)'] -> (((4-2i) - (3-i)) * ((4+9i) + (8+3i)))
[11827] ['(3-i)', '(4-2i)', '(5-9i)', '(6+i)'] -> (((3-i) - (5-9i)) + ((4-2i) * (6+i)))
[11866] ['(3-i)', '(4-2i)', '(5-7i)', '(8+i)'] -> (((4-2i) + 5) + ((7-3i) + (8+5i)))
[11869] ['(3-i)', '(4-2i)', '(5-7i)', '(9-2i)'] -> (3 * ((8-6i) - ((2-5i) - (2+i))))
[11871] ['(3-i)', '(4-2i)', '(5-7i)', '(9+3i)'] -> ((3 * (8-2i)) - ((2-5i) - (2+i)))
[11896] ['(3-i)', '(4-2i)', '(5-5i)', '(6-6i)'] -> ((6-6i) * (((3-i) + (4-2i)) - (5-5i)))
[11901] ['(3-i)', '(4-2i)', '(5-5i)', '(7+2i)'] -> ((3-9i) * ((3+2i) - ((1-7i) / (1-3i))))
[11907] ['(3-i)', '(4-2i)', '(5-5i)', '(8+4i)'] -> ((8+4i) * ((3-i) - ((4-2i) / (5-5i))))
[11934] ['(3-i)', '(4-2i)', '(5-3i)', '(5+4i)'] -> (((3-i) * ((4-2i) + (5+4i))) - (5-3i))
[11975] ['(3-i)', '(4-2i)', '(5-i)', '6'] -> (6 * ((5-i) + ((3-i) - (4-2i))))
[11977] ['(3-i)', '(4-2i)', '(5-i)', '(6+6i)'] -> ((6+6i) * (((3-i) + (4-2i)) - (5-i)))
[11979] ['(3-i)', '(4-2i)', '(5-i)', '(7+2i)'] -> ((3 * (6-3i)) - ((3-7i) - (9+2i)))
[11984] ['(3-i)', '(4-2i)', '(5-i)', '8'] -> (((4-2i) + (5-i)) / ((3-i) / 8))
[11985] ['(3-i)', '(4-2i)', '(5-i)', '(8+2i)'] -> (((4-2i) + (8+2i)) * ((5-i) - (3-i)))
[11992] ['(3-i)', '(4-2i)', '5', '(5+7i)'] -> (((3-i) * 5) + ((4-2i) + (5+7i)))
[11994] ['(3-i)', '(4-2i)', '5', '(6+6i)'] -> (((3-i) * (4-2i)) / (5 / (6+6i)))
[12002] ['(3-i)', '(4-2i)', '5', '(7+9i)'] -> (((4-2i) * 5) - ((3-i) - (7+9i)))
[12007] ['(3-i)', '(4-2i)', '5', '(8+2i)'] -> ((3-i) * ((8+2i) - ((4-2i) / 5)))
[12011] ['(3-i)', '(4-2i)', '(5+i)', '(5+3i)'] -> (((7-8i) - 7) * ((7+4i) - (7+i)))
[12012] ['(3-i)', '(4-2i)', '(5+i)', '(5+5i)'] -> (((3-7i) - (6-i)) + (3 * (9+2i)))
[12017] ['(3-i)', '(4-2i)', '(5+i)', '(6-2i)'] -> ((6-2i) * ((5+i) - ((4-2i) / (3-i))))
[12022] ['(3-i)', '(4-2i)', '(5+i)', '(7-2i)'] -> (((3-i) + (5+i)) * ((7-2i) - (4-2i)))
[12033] ['(3-i)', '(4-2i)', '(5+i)', '(9+9i)'] -> (((1-i) * (6+8i)) + ((2-7i) + (8+5i)))
[12036] ['(3-i)', '(4-2i)', '(5+2i)', '(5+5i)'] -> ((4-2i) * ((5+2i) - ((3-i) / (5+5i))))
[12051] ['(3-i)', '(4-2i)', '(5+2i)', '(9+8i)'] -> (((3-i) * (4-2i)) + ((5+2i) + (9+8i)))
[12054] ['(3-i)', '(4-2i)', '(5+3i)', '(7+4i)'] -> (((3-i) * (7+4i)) + ((4-2i) - (5+3i)))
[12056] ['(3-i)', '(4-2i)', '(5+3i)', '(7+9i)'] -> (((4-2i) - (3-i)) * ((5+3i) + (7+9i)))
[12059] ['(3-i)', '(4-2i)', '(5+3i)', '(8+4i)'] -> (((4-2i) * (5+3i)) - ((8+4i) / (3-i)))
[12060] ['(3-i)', '(4-2i)', '(5+3i)', '(8+5i)'] -> (((4-2i) * (8+5i)) - ((3-i) * (5+3i)))
[12067] ['(3-i)', '(4-2i)', '(5+3i)', '(9+7i)'] -> (((3-i) * (4-2i)) + ((5+3i) + (9+7i)))
[12071] ['(3-i)', '(4-2i)', '(5+4i)', '(7+5i)'] -> (((3-i) - (7+5i)) + ((4-2i) * (5+4i)))
[12073] ['(3-i)', '(4-2i)', '(5+4i)', '(7+8i)'] -> ((7-7i) - ((1-i) * ((2-7i) - (7+5i))))
[12078] ['(3-i)', '(4-2i)', '(5+4i)', '(9-9i)'] -> (((3-i) * (5+4i)) - ((4-2i) - (9-9i)))
[12083] ['(3-i)', '(4-2i)', '(5+4i)', '(9+6i)'] -> (((3-i) * (4-2i)) + ((5+4i) + (9+6i)))
[12086] ['(3-i)', '(4-2i)', '(5+5i)', '6'] -> (((4-9i) + (8-3i)) * ((5+2i) - (4+i)))
[12089] ['(3-i)', '(4-2i)', '(5+5i)', '(6+3i)'] -> ((6+3i) * ((3-i) + ((4-2i) / (5+5i))))
[12090] ['(3-i)', '(4-2i)', '(5+5i)', '(6+4i)'] -> (((4-2i) * (6+4i)) - ((3-i) + (5+5i)))
[12093] ['(3-i)', '(4-2i)', '(5+5i)', '(7+3i)'] -> ((3-i) * ((7+3i) + ((4-2i) / (5+5i))))
[12096] ['(3-i)', '(4-2i)', '(5+5i)', '(7+7i)'] -> (((4-2i) - (3-i)) * ((5+5i) + (7+7i)))
[12102] ['(3-i)', '(4-2i)', '(5+5i)', '(9+5i)'] -> (((3-i) * (4-2i)) + ((5+5i) + (9+5i)))
[12104] ['(3-i)', '(4-2i)', '(5+5i)', '(9+9i)'] -> (((3-i) - (9+9i)) + ((4-2i) * (5+5i)))
[12113] ['(3-i)', '(4-2i)', '(5+6i)', '(7+3i)'] -> (((3-i) * ((4-2i) + (5+6i))) - (7+3i))
[12116] ['(3-i)', '(4-2i)', '(5+6i)', '(7+6i)'] -> (((4-2i) - (3-i)) * ((5+6i) + (7+6i)))
[12121] ['(3-i)', '(4-2i)', '(5+6i)', '(9+4i)'] -> (((3-i) * (4-2i)) + ((5+6i) + (9+4i)))
[12128] ['(3-i)', '(4-2i)', '(5+7i)', '(7+5i)'] -> (((4-2i) - (3-i)) * ((5+7i) + (7+5i)))
[12133] ['(3-i)', '(4-2i)', '(5+7i)', '(8+6i)'] -> (((3-i) * ((4-2i) + (5+7i))) - (8+6i))
[12136] ['(3-i)', '(4-2i)', '(5+7i)', '(9+3i)'] -> (((3-i) * (4-2i)) + ((5+7i) + (9+3i)))
[12143] ['(3-i)', '(4-2i)', '(5+8i)', '(7+4i)'] -> (((4-2i) - (3-i)) * ((5+8i) + (7+4i)))
[12148] ['(3-i)', '(4-2i)', '(5+8i)', '(9+2i)'] -> ((((8-4i) * (8+9i)) - (4-8i)) / (4+2i))
[12151] ['(3-i)', '(4-2i)', '(5+8i)', '(9+9i)'] -> (((2+i) * (4-9i)) - ((2-5i) - (9+9i)))
[12155] ['(3-i)', '(4-2i)', '(5+9i)', '(7+3i)'] -> (((4-2i) - (3-i)) * ((5+9i) + (7+3i)))
[12157] ['(3-i)', '(4-2i)', '(5+9i)', '(8-i)'] -> (((3-i) * (8-i)) - ((4-2i) - (5+9i)))
[12162] ['(3-i)', '(4-2i)', '(5+9i)', '(9+i)'] -> (((3-i) * (4-2i)) + ((5+9i) + (9+i)))
[12185] ['(3-i)', '(4-2i)', '(6-8i)', '(6+4i)'] -> (((3-i) * (6+4i)) - ((4-2i) - (6-8i)))
[12215] ['(3-i)', '(4-2i)', '(6-6i)', '(9-i)'] -> ((6-6i) * ((9-i) - ((3-i) + (4-2i))))
[12219] ['(3-i)', '(4-2i)', '(6-6i)', '(9+5i)'] -> ((3+3i) * (4 + ((1-7i) - (1-3i))))
[12251] ['(3-i)', '(4-2i)', '(6-2i)', '(6+6i)'] -> ((6+6i) * ((4-2i) - ((6-2i) / (3-i))))
[12254] ['(3-i)', '(4-2i)', '(6-2i)', '(8+2i)'] -> (((4-2i) + (8+2i)) / ((3-i) / (6-2i)))
[12255] ['(3-i)', '(4-2i)', '(6-2i)', '(9+i)'] -> (((3-i) + (9+i)) * ((6-2i) - (4-2i)))
[12267] ['(3-i)', '(4-2i)', '6', '(6+2i)'] -> (6 * ((3-i) + ((6+2i) / (4-2i))))
[12273] ['(3-i)', '(4-2i)', '6', '(8-2i)'] -> (((4-2i) + (8-2i)) / ((3-i) / 6))
[12274] ['(3-i)', '(4-2i)', '6', '(9+2i)'] -> (((4-2i) * ((9+2i) - (3-i))) - 6)
[12275] ['(3-i)', '(4-2i)', '6', '(9+3i)'] -> (((4-2i) * (9+3i)) - ((3-i) * 6))
[12282] ['(3-i)', '(4-2i)', '(6+i)', '(8+9i)'] -> (((3-i) * (4-2i)) + ((6+i) + (8+9i)))
[12285] ['(3-i)', '(4-2i)', '(6+i)', '(9+i)'] -> (((3-9i) - (5-7i)) * ((3-2i) - (9-8i)))
[12288] ['(3-i)', '(4-2i)', '(6+2i)', '(6+6i)'] -> ((6+6i) * ((3-i) - ((6+2i) / (4-2i))))
[12290] ['(3-i)', '(4-2i)', '(6+2i)', '(7-5i)'] -> (((3-i) - (7-5i)) + ((4-2i) * (6+2i)))
[12291] ['(3-i)', '(4-2i)', '(6+2i)', '(7-i)'] -> ((6+2i) * ((3-i) + ((4-2i) / (7-i))))
[12292] ['(3-i)', '(4-2i)', '(6+2i)', '(7+i)'] -> (((3-i) * (7+i)) - ((4-2i) - (6+2i)))
[12293] ['(3-i)', '(4-2i)', '(6+2i)', '(7+2i)'] -> (((1-7i) + (3+7i)) * ((1-3i) + (5+3i)))
[12296] ['(3-i)', '(4-2i)', '(6+2i)', '(8-2i)'] -> (((3-i) * (6+2i)) - ((4-2i) - (8-2i)))
[12298] ['(3-i)', '(4-2i)', '(6+2i)', '(8+8i)'] -> (((3-i) * (4-2i)) + ((6+2i) + (8+8i)))
[12305] ['(3-i)', '(4-2i)', '(6+3i)', '(6+9i)'] -> (((4-2i) - (3-i)) * ((6+3i) + (6+9i)))
[12308] ['(3-i)', '(4-2i)', '(6+3i)', '(7-7i)'] -> (((3-i) * ((4-2i) + (6+3i))) - (7-7i))
[12309] ['(3-i)', '(4-2i)', '(6+3i)', '(7-5i)'] -> (((3-i) * (6+3i)) - ((4-2i) - (7-5i)))
[12313] ['(3-i)', '(4-2i)', '(6+3i)', '(8+7i)'] -> (((3-i) * (4-2i)) + ((6+3i) + (8+7i)))
[12316] ['(3-i)', '(4-2i)', '(6+3i)', '(9-i)'] -> (((2-5i) * (2+i)) + ((4+i) * (4+i)))
[12318] ['(3-i)', '(4-2i)', '(6+4i)', '(6+8i)'] -> (((4-2i) - (3-i)) * ((6+4i) + (6+8i)))
[12322] ['(3-i)', '(4-2i)', '(6+4i)', '(8-8i)'] -> (((3-i) + (6+4i)) / ((4-2i) / (8-8i)))
[12323] ['(3-i)', '(4-2i)', '(6+4i)', '(8-4i)'] -> (((2-5i) - (2+i)) + ((4+i) * 6))
[12325] ['(3-i)', '(4-2i)', '(6+4i)', '(8+6i)'] -> (((3-i) * (4-2i)) + ((6+4i) + (8+6i)))
[12331] ['(3-i)', '(4-2i)', '(6+5i)', '(6+7i)'] -> (((4-2i) - (3-i)) * ((6+5i) + (6+7i)))
[12339] ['(3-i)', '(4-2i)', '(6+5i)', '(7+9i)'] -> (((4-2i) * (6+5i)) - ((3-i) + (7+9i)))
[12341] ['(3-i)', '(4-2i)', '(6+5i)', '(8+5i)'] -> ((6-6i) - ((4-2i) * ((5+i) - (8+4i))))
[12343] ['(3-i)', '(4-2i)', '(6+5i)', '(9-i)'] -> (((3-i) * ((4-2i) + (6+5i))) - (9-i))
[12348] ['(3-i)', '(4-2i)', '(6+6i)', '(6+6i)'] -> (((4-2i) - (3-i)) * ((6+6i) + (6+6i)))
[12350] ['(3-i)', '(4-2i)', '(6+6i)', '(7+5i)'] -> (((3-i) * (7+5i)) + ((4-2i) - (6+6i)))
[12351] ['(3-i)', '(4-2i)', '(6+6i)', '(8-8i)'] -> ((6+6i) * (((3-i) * (4-2i)) - (8-8i)))
[12355] ['(3-i)', '(4-2i)', '(6+6i)', '(8+4i)'] -> (((4-2i) * (5+i)) - ((6-5i) - (8+i)))
[12359] ['(3-i)', '(4-2i)', '(6+6i)', '(9-5i)'] -> (((3-9i) - (9-3i)) * ((3-2i) - (5-4i)))
[12365] ['(3-i)', '(4-2i)', '(6+7i)', '(8+3i)'] -> (((3-i) * (4-2i)) + ((6+7i) + (8+3i)))
[12373] ['(3-i)', '(4-2i)', '(6+8i)', '(8+2i)'] -> (((3-i) * (4-2i)) + ((6+8i) + (8+2i)))
[12382] ['(3-i)', '(4-2i)', '(6+9i)', '(8+i)'] -> (((3-i) * (4-2i)) + ((6+9i) + (8+i)))
[12405] ['(3-i)', '(4-2i)', '(7-8i)', '(8+8i)'] -> (((7-8i) - (4-2i)) / ((3-i) / (8+8i)))
[12442] ['(3-i)', '(4-2i)', '(7-4i)', '(8+8i)'] -> ((8+8i) * ((4-2i) - ((7-4i) / (3-i))))
[12473] ['(3-i)', '(4-2i)', '(7-i)', '(7+3i)'] -> ((3-7i) + ((3+i) * ((3+i) + (4-i))))
[12478] ['(3-i)', '(4-2i)', '(7-i)', '(8-3i)'] -> (((8-3i) * ((7-i) - (4-2i))) - (3-i))
[12480] ['(3-i)', '(4-2i)', '(7-i)', '(8+3i)'] -> (((3-i) * (8+3i)) + ((4-2i) - (7-i)))
[12487] ['(3-i)', '(4-2i)', '(7-i)', '(9+3i)'] -> ((9+3i) * ((3-i) - ((4-2i) / (7-i))))
[12490] ['(3-i)', '(4-2i)', '7', '(7+5i)'] -> ((6+6i) * ((2-6i) - ((1-i) * (2-2i))))
[12503] ['(3-i)', '(4-2i)', '(7+i)', '(7+9i)'] -> (((3-i) * (4-2i)) + ((7+i) + (7+9i)))
[12510] ['(3-i)', '(4-2i)', '(7+2i)', '(7+8i)'] -> (((1-7i) + (7+7i)) * ((4-3i) - (1-3i)))
[12522] ['(3-i)', '(4-2i)', '(7+3i)', '(7+7i)'] -> (((3-i) * (4-2i)) + ((7+3i) + (7+7i)))
[12531] ['(3-i)', '(4-2i)', '(7+4i)', '(7+6i)'] -> (((3-i) * (4-2i)) + ((7+4i) + (7+6i)))
[12541] ['(3-i)', '(4-2i)', '(7+4i)', '(9+3i)'] -> (((4-2i) * (7+4i)) - ((3-i) + (9+3i)))
[12545] ['(3-i)', '(4-2i)', '(7+5i)', '(7+5i)'] -> (((3-i) * (4-2i)) + ((7+5i) + (7+5i)))
[12558] ['(3-i)', '(4-2i)', '(7+6i)', '(7+9i)'] -> (((4-2i) * (8+2i)) - ((5+i) + (7-9i)))
[12584] ['(3-i)', '(4-2i)', '(7+7i)', '(9+8i)'] -> (((4-2i) * (9+8i)) - ((3-i) * (7+7i)))
[12621] ['(3-i)', '(4-2i)', '(8-8i)', '(9+i)'] -> (((3-i) * (9+i)) + ((4-2i) - (8-8i)))
[12653] ['(3-i)', '(4-2i)', '(8-6i)', '(9+9i)'] -> ((4+4i) * ((2+2i) - ((1-i) - (2-6i))))
[12671] ['(3-i)', '(4-2i)', '(8-5i)', '(9+8i)'] -> (((1-3i) * ((4+2i) - (1-7i))) - 6)
[12678] ['(3-i)', '(4-2i)', '(8-4i)', '(9+i)'] -> (((3-i) + (9+i)) / ((4-2i) / (8-4i)))
[12682] ['(3-i)', '(4-2i)', '(8-4i)', '(9+7i)'] -> (((6-5i) + (6+5i)) * ((8-4i) - (6-4i)))
[12693] ['(3-i)', '(4-2i)', '(8-3i)', '(9+6i)'] -> (((3-i) + (4-2i)) + ((8-3i) + (9+6i)))
[12701] ['(3-i)', '(4-2i)', '(8-2i)', '(9+5i)'] -> (((2-6i) * (2+3i)) - ((1-i) - (3+5i)))
[12710] ['(3-i)', '(4-2i)', '(8-i)', '(9+4i)'] -> ((5-7i) - ((4-5i) * ((7-5i) - (8-2i))))
[12714] ['(3-i)', '(4-2i)', '8', '(9-5i)'] -> (((3-7i) + (3+i)) * ((6-7i) - (4-9i)))
[12721] ['(3-i)', '(4-2i)', '8', '(9+3i)'] -> (((3-i) + (4-2i)) + (8 + (9+3i)))
[12726] ['(3-i)', '(4-2i)', '(8+i)', '(9+2i)'] -> ((5-7i) - ((4-5i) * ((7-4i) - (8-i))))
[12730] ['(3-i)', '(4-2i)', '(8+2i)', '(8+4i)'] -> (((2-6i) * (2+3i)) + ((8+4i) / (1-i)))
[12732] ['(3-i)', '(4-2i)', '(8+2i)', '(9+i)'] -> (((3-i) + (4-2i)) + ((8+2i) + (9+i)))
[12738] ['(3-i)', '(4-2i)', '(8+3i)', '9'] -> (((3-i) + (4-2i)) + ((8+3i) + 9))
[12745] ['(3-i)', '(4-2i)', '(8+4i)', '(9-i)'] -> (((3-i) + (4-2i)) + ((8+4i) + (9-i)))
[12746] ['(3-i)', '(4-2i)', '(8+4i)', '(9+3i)'] -> (((4-2i) * ((9+3i) - (3-i))) - (8+4i))
[12751] ['(3-i)', '(4-2i)', '(8+5i)', '(9-2i)'] -> (((3-7i) + (3+i)) * ((6-6i) - (4-8i)))
[12753] ['(3-i)', '(4-2i)', '(8+5i)', '(9+5i)'] -> (((3-i) * (8+5i)) + ((4-2i) - (9+5i)))
[12755] ['(3-i)', '(4-2i)', '(8+6i)', '(9-3i)'] -> (((3+i) * (7-2i)) - ((3-7i) - (4-8i)))
[12761] ['(3-i)', '(4-2i)', '(8+7i)', '(9-4i)'] -> (((1-3i) * (4+5i)) - ((1-7i) - 6))
[12766] ['(3-i)', '(4-2i)', '(8+8i)', '(9-5i)'] -> (((3-i) + (4-2i)) + ((8+8i) + (9-5i)))
[12772] ['(3-i)', '(4-2i)', '(8+9i)', '(9-6i)'] -> (((3-i) + (4-2i)) + ((8+9i) + (9-6i)))
[12790] ['(3-i)', '(4-2i)', '(9-5i)', '(9+2i)'] -> (((4-9i) + (8-3i)) / ((3-4i) / (7-i)))
[12829] ['(3-i)', '(4-i)', '(4-i)', '(6+9i)'] -> (((3-i) + (6+9i)) + ((4-i) * (4-i)))
[12839] ['(3-i)', '(4-i)', '(4-i)', '(9+8i)'] -> (((3-i) * (4-i)) + ((4-i) + (9+8i)))
[12842] ['(3-i)', '(4-i)', '4', '(5-7i)'] -> (4 * (((3-i) * (4-i)) - (5-7i)))
[12843] ['(3-i)', '(4-i)', '4', '5'] -> (4 * (5 - ((3-i) - (4-i))))
[12844] ['(3-i)', '(4-i)', '4', '(5+5i)'] -> (((3-i) + (5+5i)) + ((4-i) * 4))
[12850] ['(3-i)', '(4-i)', '4', '7'] -> (4 * (7 + ((3-i) - (4-i))))
[12851] ['(3-i)', '(4-i)', '4', '(7+i)'] -> (4 * ((4-i) + ((7+i) / (3-i))))
[12857] ['(3-i)', '(4-i)', '4', '8'] -> (8 * (4 + ((3-i) - (4-i))))
[12859] ['(3-i)', '(4-i)', '4', '(8+5i)'] -> (((3-i) * 4) + ((4-i) + (8+5i)))
[12862] ['(3-i)', '(4-i)', '4', '(9+7i)'] -> (((3-i) * (4-i)) + (4 + (9+7i)))
[12864] ['(3-i)', '(4-i)', '(4+i)', '(4+i)'] -> (((3-i) + (4+i)) + ((4-i) * (4+i)))
[12865] ['(3-i)', '(4-i)', '(4+i)', '(4+4i)'] -> ((4+4i) * (((3-i) + (4-i)) - (4+i)))
[12873] ['(3-i)', '(4-i)', '(4+i)', '(7+2i)'] -> (((3-i) * (4+i)) + ((4-i) + (7+2i)))
[12874] ['(3-i)', '(4-i)', '(4+i)', '(7+3i)'] -> ((5-7i) - ((4-5i) * ((8-9i) - (9-6i))))
[12881] ['(3-i)', '(4-i)', '(4+i)', '(9-3i)'] -> (((4-i) + (4+i)) / ((3-i) / (9-3i)))
[12882] ['(3-i)', '(4-i)', '(4+i)', '(9+6i)'] -> (((3-i) * (4-i)) + ((4+i) + (9+6i)))
[12883] ['(3-i)', '(4-i)', '(4+2i)', '(5-3i)'] -> (((4-i) * ((3-i) + (4+2i))) - (5-3i))
[12887] ['(3-i)', '(4-i)', '(4+2i)', '(6-i)'] -> (((1-7i) - (1-3i)) * ((5-2i) - (5-8i)))
[12892] ['(3-i)', '(4-i)', '(4+2i)', '(8+6i)'] -> (((4+2i) * ((3-i) + (4-i))) - (8+6i))
[12895] ['(3-i)', '(4-i)', '(4+2i)', '(9-5i)'] -> (((4-i) * (4+2i)) - ((3-i) - (9-5i)))
[12896] ['(3-i)', '(4-i)', '(4+2i)', '(9+5i)'] -> (((3-i) * (4-i)) + ((4+2i) + (9+5i)))
[12899] ['(3-i)', '(4-i)', '(4+3i)', '(5-4i)'] -> (((3-i) * (4+3i)) + ((4-i) + (5-4i)))
[12900] ['(3-i)', '(4-i)', '(4+3i)', '(5+i)'] -> (((3-7i) - (4-2i)) + ((3+i) * (8-i)))
[12905] ['(3-i)', '(4-i)', '(4+3i)', '(6+i)'] -> (((4-i) * ((3-i) + (4+3i))) - (6+i))
[12910] ['(3-i)', '(4-i)', '(4+3i)', '(8-9i)'] -> (((1-7i) - (5-7i)) * ((1-3i) - (7-3i)))
[12915] ['(3-i)', '(4-i)', '(4+3i)', '(9+4i)'] -> (((3-i) * (4-i)) + ((4+3i) + (9+4i)))
[12916] ['(3-i)', '(4-i)', '(4+4i)', '(4+5i)'] -> (((3-i) * ((4-i) + (4+5i))) - (4+4i))
[12917] ['(3-i)', '(4-i)', '(4+4i)', '(5+5i)'] -> ((4+4i) * ((4-i) - ((5+5i) / (3-i))))
[12922] ['(3-i)', '(4-i)', '(4+4i)', '(7+5i)'] -> (((4-i) * ((3-i) + (4+4i))) - (7+5i))
[12924] ['(3-i)', '(4-i)', '(4+4i)', '(8-4i)'] -> ((4+4i) * (((3-i) * (4-i)) - (8-4i)))
[12928] ['(3-i)', '(4-i)', '(4+4i)', '(9+3i)'] -> (((3-i) * (4-i)) + ((4+4i) + (9+3i)))
[12933] ['(3-i)', '(4-i)', '(4+5i)', '(6-6i)'] -> (((4-i) + (4+5i)) / ((3-i) / (6-6i)))
[12943] ['(3-i)', '(4-i)', '(4+5i)', '(8+9i)'] -> (((4-i) * ((3-i) + (4+5i))) - (8+9i))
[12944] ['(3-i)', '(4-i)', '(4+5i)', '(9+2i)'] -> (((3-i) * (4-i)) + ((4+5i) + (9+2i)))
[12945] ['(3-i)', '(4-i)', '(4+5i)', '(9+5i)'] -> (((4-i) * (9+5i)) - ((3-i) * (4+5i)))
[12951] ['(3-i)', '(4-i)', '(4+6i)', '(5+7i)'] -> (((3-i) * ((4-i) + (4+6i))) - (5+7i))
[12954] ['(3-i)', '(4-i)', '(4+6i)', '(7+3i)'] -> (((4-i) * (7+3i)) - ((3-i) + (4+6i)))
[12958] ['(3-i)', '(4-i)', '(4+6i)', '(9+i)'] -> (((2-5i) + (2+i)) * ((9-3i) - (6-6i)))
[12975] ['(3-i)', '(4-i)', '(4+7i)', '8'] -> (((2+i) * (6-5i)) - ((2-5i) - (9-i)))
[12979] ['(3-i)', '(4-i)', '(4+7i)', '9'] -> (((3-i) * (4-i)) + ((4+7i) + 9))
[12981] ['(3-i)', '(4-i)', '(4+7i)', '(9+5i)'] -> (((2-5i) + (6+7i)) + ((2+i) * (6-4i)))
[12992] ['(3-i)', '(4-i)', '(4+8i)', '(9-i)'] -> (((3-i) * (4-i)) + ((4+8i) + (9-i)))
[12996] ['(3-i)', '(4-i)', '(4+9i)', '(6-i)'] -> (((4-i) * (6-i)) - ((3-i) - (4+9i)))
[13006] ['(3-i)', '(4-i)', '(4+9i)', '(9-2i)'] -> (((3-i) * (4-i)) + ((4+9i) + (9-2i)))
[13034] ['(3-i)', '(4-i)', '(5-8i)', '(9-5i)'] -> (((4-i) * (9-5i)) - ((3-i) * (5-8i)))
[13052] ['(3-i)', '(4-i)', '(5-7i)', '8'] -> (((4-i) * 8) - ((3-i) + (5-7i)))
[13079] ['(3-i)', '(4-i)', '(5-6i)', '(8+i)'] -> (((3-i) * (8+i)) + ((4-i) - (5-6i)))
[13093] ['(3-i)', '(4-i)', '(5-5i)', '(6+2i)'] -> ((6+2i) * ((4-i) - ((3-i) / (5-5i))))
[13109] ['(3-i)', '(4-i)', '(5-4i)', '(5+2i)'] -> (((4-i) * (5+2i)) - ((3-i) - (5-4i)))
[13111] ['(3-i)', '(4-i)', '(5-4i)', '(6-6i)'] -> (((7-8i) - (7+4i)) * ((9+8i) - (9+6i)))
[13130] ['(3-i)', '(4-i)', '(5-3i)', '(5+3i)'] -> (((3-i) * ((4-i) + (5+3i))) - (5-3i))
[13155] ['(3-i)', '(4-i)', '(5-2i)', '8'] -> (((4-i) + (5-2i)) / ((3-i) / 8))
[13159] ['(3-i)', '(4-i)', '(5-2i)', '(8+9i)'] -> (((3-i) * (4-i)) + ((5-2i) + (8+9i)))
[13173] ['(3-i)', '(4-i)', '(5-i)', '(6+9i)'] -> (((3-i) * (5-i)) + ((4-i) + (6+9i)))
[13174] ['(3-i)', '(4-i)', '(5-i)', '7'] -> (((1-i) - (2-6i)) + ((3+i) * (7-4i)))
[13182] ['(3-i)', '(4-i)', '(5-i)', '(8+i)'] -> (((3-7i) - (3+i)) * ((5-3i) - (5-6i)))
[13184] ['(3-i)', '(4-i)', '(5-i)', '(8+4i)'] -> ((8+4i) * ((4-i) - ((5-i) / (3-i))))
[13189] ['(3-i)', '(4-i)', '5', '5'] -> (((3-i) - (4-i)) + (5 * 5))
[13192] ['(3-i)', '(4-i)', '5', '(5+6i)'] -> (((3-i) * 5) + ((4-i) + (5+6i)))
[13197] ['(3-i)', '(4-i)', '5', '6'] -> (6 * (5 + ((3-i) - (4-i))))
[13200] ['(3-i)', '(4-i)', '5', '(6+6i)'] -> ((6+6i) * (((3-i) + (4-i)) - 5))
[13204] ['(3-i)', '(4-i)', '5', '(7+2i)'] -> (((3-i) * (7+2i)) - ((4-i) - 5))
[13206] ['(3-i)', '(4-i)', '5', '(7+4i)'] -> (((4-i) * 5) - ((3-i) - (7+4i)))
[13213] ['(3-i)', '(4-i)', '5', '(8+7i)'] -> (((3-i) * (4-i)) + (5 + (8+7i)))
[13226] ['(3-i)', '(4-i)', '(5+i)', '6'] -> (((4-i) * (5+i)) - ((3-i) - 6))
[13227] ['(3-i)', '(4-i)', '(5+i)', '(6+2i)'] -> (((3-i) - (5+i)) + ((4-i) * (6+2i)))
[13229] ['(3-i)', '(4-i)', '(5+i)', '(7-i)'] -> (((3-i) + (5+i)) * ((7-i) - (4-i)))
[13233] ['(3-i)', '(4-i)', '(5+i)', '(8-8i)'] -> (((3-7i) - (5-5i)) * ((3+i) - (9-5i)))
[13238] ['(3-i)', '(4-i)', '(5+i)', '(8+6i)'] -> (((3-i) * (4-i)) + ((5+i) + (8+6i)))
[13261] ['(3-i)', '(4-i)', '(5+2i)', '(8+5i)'] -> (((3-i) * (4-i)) + ((5+2i) + (8+5i)))
[13265] ['(3-i)', '(4-i)', '(5+2i)', '(9-4i)'] -> (((4-i) * ((3-i) + (5+2i))) - (9-4i))
[13269] ['(3-i)', '(4-i)', '(5+3i)', '6'] -> (6 * ((3-i) + ((5+3i) / (4-i))))
[13270] ['(3-i)', '(4-i)', '(5+3i)', '(6+i)'] -> ((4-i) * ((6+i) - ((3-i) / (5+3i))))
[13273] ['(3-i)', '(4-i)', '(5+3i)', '(6+6i)'] -> ((6+6i) * ((3-i) - ((5+3i) / (4-i))))
