[1] ['1', '1', '3'] -> (1 / 3) - 1 mod 37
[1300] ['3', '16', '30'] -> 3 / (30 - 16) mod 37
[1301] ['3', '16', '31'] -> (16 / 3) + 31 mod 37
[1302] ['3', '17', '22'] -> 22 - (3 / 17) mod 37
[1303] ['3', '17', '23'] -> (17 * 23) + 3 mod 37
[1304] ['3', '17', '28'] -> (17 + 28) * 3 mod 37
[1305] ['3', '17', '29'] -> (17 / 29) + 3 mod 37
[1306] ['1', '1', '12'] -> (1 + 1) * 12 mod 37
[1307] ['1', '5', '5'] -> (5 * 5) - 1 mod 37
[1308] ['3', '17', '30'] -> (3 - 17) * 30 mod 37
[1309] ['3', '17', '35'] -> (3 + 35) / 17 mod 37
[1310] ['3', '18', '24'] -> (18 + 3) / 24 mod 37
[1311] ['3', '18', '26'] -> (26 - 18) * 3 mod 37
[1312] ['3', '19', '19'] -> (3 / 19) - 19 mod 37
[1313] ['3', '19', '20'] -> (19 - 3) * 20 mod 37
[1314] ['3', '19', '21'] -> (19 - 21) / 3 mod 37
[1315] ['3', '19', '26'] -> (19 + 26) * 3 mod 37
[1316] ['3', '19', '27'] -> (27 - 19) * 3 mod 37
[1317] ['3', '20', '23'] -> 3 - (20 * 23) mod 37
[1318] ['1', '5', '8'] -> (1 + 8) / 5 mod 37
[1319] ['3', '20', '28'] -> (28 - 20) * 3 mod 37
[1320] ['3', '20', '29'] -> 3 - (20 / 29) mod 37
[1321] ['3', '20', '31'] -> 3 / (20 + 31) mod 37
[1322] ['3', '20', '32'] -> (20 / 3) - 32 mod 37
[1323] ['3', '20', '35'] -> (20 / 35) - 3 mod 37
[1324] ['3', '21', '21'] -> 21 / (21 + 3) mod 37
[1325] ['3', '21', '25'] -> 25 / (21 - 3) mod 37
[1326] ['3', '21', '28'] -> 21 - (28 / 3) mod 37
[1327] ['3', '21', '30'] -> 3 / (21 + 30) mod 37
[1328] ['3', '21', '33'] -> (21 * 33) - 3 mod 37
[1329] ['1', '5', '14'] -> (14 / 5) - 1 mod 37
[1330] ['3', '21', '34'] -> (34 / 21) + 3 mod 37
[1331] ['3', '22', '23'] -> (22 + 23) * 3 mod 37
[1332] ['3', '23', '27'] -> (27 + 3) * 23 mod 37
[1333] ['3', '23', '32'] -> 32 / (23 + 3) mod 37
[1334] ['3', '24', '33'] -> (33 / 3) - 24 mod 37
[1335] ['3', '25', '25'] -> 25 - (25 * 3) mod 37
[1336] ['3', '25', '30'] -> 3 - (30 / 25) mod 37
[1337] ['3', '25', '36'] -> (36 / 3) - 25 mod 37
[1338] ['3', '26', '35'] -> (35 - 3) / 26 mod 37
[1339] ['3', '29', '30'] -> (3 * 30) - 29 mod 37
[1340] ['1', '5', '23'] -> (1 / 23) - 5 mod 37
[1341] ['3', '29', '32'] -> 32 / (29 - 3) mod 37
[1342] ['3', '29', '33'] -> (33 - 3) / 29 mod 37
[1343] ['3', '30', '31'] -> (3 + 30) * 31 mod 37
[1344] ['3', '30', '33'] -> (33 / 30) - 3 mod 37
[1345] ['3', '30', '36'] -> 3 - (36 / 30) mod 37
[1346] ['3', '32', '36'] -> (32 / 3) - 36 mod 37
[1347] ['3', '33', '33'] -> 3 - (33 * 33) mod 37
[1348] ['3', '33', '36'] -> (3 * 33) + 36 mod 37
[1349] ['4', '4', '5'] -> (4 * 5) + 4 mod 37
[1350] ['4', '4', '6'] -> (6 / 4) + 4 mod 37
[1351] ['1', '5', '26'] -> (1 + 26) * 5 mod 37
[1352] ['4', '4', '8'] -> (4 * 4) + 8 mod 37
[1353] ['4', '4', '15'] -> (4 / 15) + 4 mod 37
[1354] ['4', '4', '18'] -> (18 + 4) / 4 mod 37
[1355] ['4', '4', '19'] -> (4 - 19) / 4 mod 37
[1356] ['4', '4', '22'] -> 4 - (4 / 22) mod 37
[1357] ['4', '4', '23'] -> (4 / 4) + 23 mod 37
[1358] ['4', '4', '26'] -> (26 - 4) / 4 mod 37
[1359] ['4', '4', '27'] -> 4 / (27 + 4) mod 37
[1360] ['4', '4', '29'] -> (4 * 4) - 29 mod 37
[1361] ['4', '4', '31'] -> 4 - (31 / 4) mod 37
[1362] ['1', '5', '34'] -> (5 / 34) + 1 mod 37
[1363] ['4', '5', '8'] -> (4 / 8) + 5 mod 37
[1364] ['4', '5', '9'] -> 4 - (5 / 9) mod 37
[1365] ['4', '5', '10'] -> 10 - (4 / 5) mod 37
[1366] ['4', '5', '18'] -> (4 / 18) - 5 mod 37
[1367] ['4', '5', '27'] -> (27 - 5) / 4 mod 37
[1368] ['4', '5', '28'] -> (5 / 28) + 4 mod 37
[1369] ['4', '6', '10'] -> (4 / 10) - 6 mod 37
[1370] ['4', '6', '13'] -> 6 / (4 - 13) mod 37
[1371] ['4', '6', '17'] -> (17 * 6) - 4 mod 37
[1372] ['4', '6', '18'] -> 18 / (4 + 6) mod 37
[1373] ['1', '5', '35'] -> 5 - (1 / 35) mod 37
[1374] ['4', '6', '20'] -> (20 / 6) - 4 mod 37
[1375] ['4', '6', '35'] -> (35 / 4) + 6 mod 37
[1376] ['4', '7', '11'] -> (11 / 7) - 4 mod 37
[1377] ['4', '7', '12'] -> 7 / (12 - 4) mod 37
[1378] ['4', '7', '18'] -> (18 - 4) * 7 mod 37
[1379] ['4', '7', '20'] -> 4 - (7 / 20) mod 37
[1380] ['4', '7', '23'] -> (4 - 7) / 23 mod 37
[1381] ['4', '7', '28'] -> (7 / 28) - 4 mod 37
[1382] ['4', '7', '31'] -> (31 / 4) + 7 mod 37
[1383] ['4', '7', '34'] -> (4 / 7) + 34 mod 37
[1384] ['1', '6', '7'] -> (1 / 6) - 7 mod 37
[1385] ['4', '7', '36'] -> (36 + 7) * 4 mod 37
[1386] ['4', '8', '8'] -> (4 * 8) - 8 mod 37
[1387] ['4', '8', '33'] -> 8 - (33 * 4) mod 37
[1388] ['4', '8', '35'] -> (35 + 8) * 4 mod 37
[1389] ['4', '9', '9'] -> 9 / (9 - 4) mod 37
[1390] ['4', '9', '12'] -> (4 * 9) - 12 mod 37
[1391] ['4', '9', '14'] -> 9 - (14 / 4) mod 37
[1392] ['4', '9', '16'] -> 16 / (4 + 9) mod 37
[1393] ['4', '9', '21'] -> (21 / 4) - 9 mod 37
[1394] ['4', '9', '22'] -> 4 / (22 + 9) mod 37
[1395] ['1', '6', '14'] -> (1 + 6) * 14 mod 37
[1396] ['4', '9', '25'] -> (4 * 9) + 25 mod 37
[1397] ['4', '9', '28'] -> 28 / (4 - 9) mod 37
[1398] ['4', '9', '30'] -> (30 / 9) - 4 mod 37
[1399] ['4', '9', '32'] -> (32 / 9) + 4 mod 37
[1400] ['4', '9', '35'] -> (35 - 4) / 9 mod 37
[1401] ['4', '10', '11'] -> (4 / 11) - 10 mod 37
[1402] ['4', '10', '12'] -> (10 + 12) / 4 mod 37
[1403] ['4', '10', '26'] -> 10 / (26 - 4) mod 37
[1404] ['4', '10', '31'] -> (4 / 10) + 31 mod 37
[1405] ['4', '10', '34'] -> (10 / 4) - 34 mod 37
[1406] ['1', '6', '21'] -> (1 / 21) - 6 mod 37
[1407] ['4', '10', '36'] -> (36 - 4) * 10 mod 37
[1408] ['4', '11', '11'] -> (11 + 11) / 4 mod 37
[1409] ['4', '11', '16'] -> (11 * 16) - 4 mod 37
[1410] ['4', '11', '18'] -> (18 * 4) - 11 mod 37
[1411] ['4', '11', '21'] -> 21 - (4 / 11) mod 37
[1412] ['4', '11', '25'] -> (11 / 4) - 25 mod 37
[1413] ['4', '11', '26'] -> (11 - 26) / 4 mod 37
[1414] ['4', '12', '15'] -> 12 / (15 + 4) mod 37
[1415] ['4', '12', '20'] -> (12 + 4) * 20 mod 37
[1416] ['4', '12', '22'] -> 12 / (4 - 22) mod 37
[1417] ['1', '1', '16'] -> 1 / (1 + 16) mod 37
[1418] ['1', '6', '23'] -> 1 / (23 - 6) mod 37
[1419] ['4', '12', '24'] -> (12 * 4) - 24 mod 37
[1420] ['4', '12', '26'] -> 12 - (26 / 4) mod 37
[1421] ['4', '12', '30'] -> 30 / (4 - 12) mod 37
[1422] ['4', '12', '31'] -> (12 + 31) * 4 mod 37
[1423] ['4', '12', '36'] -> (4 / 12) + 36 mod 37
[1424] ['4', '13', '16'] -> 4 - (13 / 16) mod 37
[1425] ['4', '13', '20'] -> (20 - 4) / 13 mod 37
[1426] ['4', '13', '34'] -> (4 / 34) + 13 mod 37
[1427] ['4', '13', '35'] -> (35 - 13) / 4 mod 37
[1428] ['4', '13', '36'] -> 4 - (36 / 13) mod 37
[1429] ['1', '6', '32'] -> (1 + 32) / 6 mod 37
[1430] ['4', '14', '15'] -> (4 - 14) / 15 mod 37
[1431] ['4', '14', '17'] -> 4 / (14 + 17) mod 37
[1432] ['4', '14', '18'] -> 18 / (14 - 4) mod 37
[1433] ['4', '14', '30'] -> (4 / 30) + 14 mod 37
[1434] ['4', '14', '35'] -> (14 / 4) - 35 mod 37
[1435] ['4', '15', '18'] -> (4 - 15) * 18 mod 37
[1436] ['4', '15', '28'] -> (15 + 28) * 4 mod 37
[1437] ['4', '15', '31'] -> (31 - 4) / 15 mod 37
[1438] ['4', '16', '16'] -> (16 + 4) * 16 mod 37
[1439] ['4', '16', '20'] -> (16 / 4) + 20 mod 37
[1440] ['1', '7', '10'] -> 1 / (10 + 7) mod 37
[1441] ['4', '16', '21'] -> (4 - 21) * 16 mod 37
[1442] ['4', '16', '23'] -> (16 / 23) + 4 mod 37
[1443] ['4', '16', '26'] -> (4 / 26) - 16 mod 37
[1444] ['4', '16', '34'] -> (16 * 4) + 34 mod 37
[1445] ['4', '17', '17'] -> (17 + 4) * 17 mod 37
[1446] ['4', '17', '18'] -> 18 - (17 * 4) mod 37
[1447] ['4', '17', '19'] -> 19 - (17 / 4) mod 37
[1448] ['4', '17', '20'] -> (4 - 20) * 17 mod 37
[1449] ['4', '17', '21'] -> 21 / (4 - 17) mod 37
[1450] ['4', '17', '24'] -> (17 + 4) / 24 mod 37
[1451] ['1', '7', '15'] -> (15 - 1) * 7 mod 37
[1452] ['4', '17', '25'] -> (25 - 4) * 17 mod 37
[1453] ['4', '17', '27'] -> (4 / 27) + 17 mod 37
[1454] ['4', '17', '29'] -> (17 / 4) + 29 mod 37
[1455] ['4', '17', '31'] -> (17 / 31) - 4 mod 37
[1456] ['4', '17', '35'] -> (4 / 17) - 35 mod 37
[1457] ['4', '18', '18'] -> (18 * 18) - 4 mod 37
[1458] ['4', '18', '28'] -> (18 + 4) * 28 mod 37
[1459] ['4', '18', '31'] -> 18 / (4 - 31) mod 37
[1460] ['4', '18', '32'] -> (4 / 18) + 32 mod 37
[1461] ['4', '18', '33'] -> (18 - 33) / 4 mod 37
[1462] ['1', '7', '25'] -> (1 + 7) / 25 mod 37
[1463] ['4', '19', '19'] -> (19 * 19) - 4 mod 37
[1464] ['4', '19', '22'] -> (19 * 4) + 22 mod 37
[1465] ['4', '19', '26'] -> 26 - (19 * 4) mod 37
[1466] ['4', '19', '31'] -> 19 / (31 - 4) mod 37
[1467] ['4', '19', '32'] -> 32 - (4 / 19) mod 37
[1468] ['4', '19', '33'] -> (19 - 4) / 33 mod 37
[1469] ['4', '20', '20'] -> (20 - 4) * 20 mod 37
[1470] ['4', '20', '24'] -> (4 - 20) / 24 mod 37
[1471] ['4', '20', '25'] -> (4 - 25) * 20 mod 37
[1472] ['4', '20', '31'] -> (20 * 31) - 4 mod 37
[1473] ['1', '7', '28'] -> (7 - 1) / 28 mod 37
[1474] ['4', '20', '32'] -> (32 + 4) / 20 mod 37
[1475] ['4', '20', '35'] -> (20 - 35) / 4 mod 37
[1476] ['4', '21', '21'] -> (21 - 4) * 21 mod 37
[1477] ['4', '21', '25'] -> 21 - (25 / 4) mod 37
[1478] ['4', '21', '29'] -> 4 - (21 * 29) mod 37
[1479] ['4', '21', '34'] -> 34 - (21 * 4) mod 37
[1480] ['4', '21', '35'] -> (21 + 4) * 35 mod 37
[1481] ['4', '22', '25'] -> 25 / (22 - 4) mod 37
[1482] ['4', '22', '29'] -> 22 - (29 / 4) mod 37
[1483] ['4', '22', '33'] -> (33 / 22) + 4 mod 37
[1484] ['1', '7', '29'] -> (1 / 7) - 29 mod 37
[1485] ['4', '22', '36'] -> (36 / 4) - 22 mod 37
[1486] ['4', '23', '35'] -> (23 * 35) - 4 mod 37
[1487] ['4', '23', '36'] -> (23 + 36) / 4 mod 37
[1488] ['4', '24', '25'] -> (25 - 4) / 24 mod 37
[1489] ['4', '25', '25'] -> (4 / 25) - 25 mod 37
[1490] ['4', '25', '26'] -> (25 / 26) - 4 mod 37
[1491] ['4', '25', '27'] -> (25 / 4) + 27 mod 37
[1492] ['4', '25', '28'] -> 25 - (28 * 4) mod 37
[1493] ['4', '25', '30'] -> 30 / (25 + 4) mod 37
[1494] ['4', '25', '36'] -> 36 - (4 / 25) mod 37
[1495] ['1', '7', '35'] -> (35 * 7) + 1 mod 37
[1496] ['4', '26', '30'] -> (26 / 30) - 4 mod 37
[1497] ['4', '27', '31'] -> 31 - (4 / 27) mod 37
[1498] ['4', '27', '35'] -> (27 * 35) + 4 mod 37
[1499] ['4', '28', '28'] -> 28 / (28 + 4) mod 37
[1500] ['4', '28', '32'] -> 4 - (32 / 28) mod 37
[1501] ['4', '28', '35'] -> (4 - 35) / 28 mod 37
[1502] ['4', '29', '34'] -> (34 - 4) / 29 mod 37
[1503] ['4', '30', '34'] -> 34 - (4 / 30) mod 37
[1504] ['4', '31', '33'] -> (31 / 33) + 4 mod 37
[1505] ['4', '31', '35'] -> (35 / 4) - 31 mod 37
[1506] ['1', '8', '8'] -> (8 - 1) / 8 mod 37
[1507] ['4', '32', '35'] -> (35 * 4) + 32 mod 37
[1508] ['4', '32', '36'] -> 4 / (32 + 36) mod 37
[1509] ['4', '34', '36'] -> (34 * 4) + 36 mod 37
[1510] ['4', '35', '36'] -> 35 / (36 + 4) mod 37
[1511] ['5', '5', '6'] -> 5 / (5 + 6) mod 37
[1512] ['5', '5', '10'] -> (5 / 10) + 5 mod 37
[1513] ['5', '5', '11'] -> 5 - (11 * 5) mod 37
[1514] ['5', '5', '12'] -> 12 - (5 * 5) mod 37
[1515] ['5', '5', '15'] -> (5 - 15) * 5 mod 37
[1516] ['5', '5', '21'] -> (21 / 5) + 5 mod 37
[1517] ['1', '8', '9'] -> 1 / (8 + 9) mod 37
[1518] ['5', '5', '25'] -> 25 - (5 / 5) mod 37
[1519] ['5', '5', '26'] -> (26 * 5) + 5 mod 37
[1520] ['5', '5', '27'] -> 5 - (5 / 27) mod 37
[1521] ['5', '5', '28'] -> (28 * 5) - 5 mod 37
[1522] ['5', '5', '31'] -> 5 / (5 - 31) mod 37
[1523] ['5', '5', '33'] -> (5 - 33) / 5 mod 37
[1524] ['5', '5', '36'] -> (5 * 5) + 36 mod 37
[1525] ['5', '6', '6'] -> (5 * 6) - 6 mod 37
[1526] ['5', '6', '10'] -> 6 - (5 / 10) mod 37
[1527] ['5', '6', '15'] -> (15 - 6) / 5 mod 37
[1528] ['1', '1', '18'] -> 1 / (18 - 1) mod 37
[1529] ['1', '8', '11'] -> 1 - (11 * 8) mod 37
[1530] ['5', '6', '19'] -> (5 + 6) * 19 mod 37
[1531] ['5', '6', '28'] -> (28 + 5) / 6 mod 37
[1532] ['5', '6', '32'] -> 5 / (6 - 32) mod 37
[1533] ['5', '6', '36'] -> (36 + 5) * 6 mod 37
[1534] ['5', '7', '7'] -> (7 / 5) - 7 mod 37
[1535] ['5', '7', '8'] -> (7 * 8) + 5 mod 37
[1536] ['5', '7', '14'] -> (7 / 14) + 5 mod 37
[1537] ['5', '7', '16'] -> (16 - 7) / 5 mod 37
[1538] ['5', '7', '17'] -> (7 - 17) * 5 mod 37
[1539] ['5', '7', '21'] -> (21 * 5) - 7 mod 37
[1540] ['1', '8', '13'] -> 8 / (1 - 13) mod 37
[1541] ['5', '7', '23'] -> 5 - (7 / 23) mod 37
[1542] ['5', '7', '35'] -> (7 - 35) / 5 mod 37
[1543] ['5', '8', '9'] -> (5 / 8) - 9 mod 37
[1544] ['5', '8', '22'] -> (8 / 5) - 22 mod 37
[1545] ['5', '8', '23'] -> (5 - 8) / 23 mod 37
[1546] ['5', '8', '28'] -> (5 / 8) + 28 mod 37
[1547] ['5', '8', '29'] -> (5 - 8) * 29 mod 37
[1548] ['5', '8', '34'] -> 5 / (8 - 34) mod 37
[1549] ['5', '9', '12'] -> 9 - (5 / 12) mod 37
[1550] ['5', '9', '15'] -> 15 / (5 - 9) mod 37
[1551] ['1', '8', '14'] -> (8 - 1) * 14 mod 37
[1552] ['5', '9', '23'] -> (23 / 9) + 5 mod 37
[1553] ['5', '9', '26'] -> (26 + 5) / 9 mod 37
[1554] ['5', '9', '34'] -> 9 - (34 * 5) mod 37
[1555] ['5', '10', '10'] -> (5 - 10) * 10 mod 37
[1556] ['5', '10', '14'] -> (10 * 14) - 5 mod 37
[1557] ['5', '10', '15'] -> (10 / 5) - 15 mod 37
[1558] ['5', '10', '21'] -> 5 / (21 - 10) mod 37
[1559] ['5', '10', '25'] -> (25 * 5) + 10 mod 37
[1560] ['5', '10', '31'] -> (31 / 10) - 5 mod 37
[1561] ['5', '11', '11'] -> 11 - (5 / 11) mod 37
[1562] ['1', '8', '23'] -> (1 - 8) * 23 mod 37
[1563] ['5', '11', '15'] -> 5 - (11 / 15) mod 37
[1564] ['5', '11', '32'] -> (11 * 32) + 5 mod 37
[1565] ['5', '11', '34'] -> 11 / (34 + 5) mod 37
[1566] ['5', '11', '35'] -> (11 + 35) / 5 mod 37
[1567] ['5', '12', '19'] -> 19 - (12 / 5) mod 37
[1568] ['5', '12', '35'] -> (5 / 12) - 35 mod 37
[1569] ['5', '13', '13'] -> 13 - (5 / 13) mod 37
[1570] ['5', '13', '15'] -> 15 - (13 * 5) mod 37
[1571] ['5', '13', '17'] -> (17 * 5) + 13 mod 37
[1572] ['5', '13', '19'] -> 13 - (19 / 5) mod 37
[1573] ['1', '8', '28'] -> 1 / (8 - 28) mod 37
[1574] ['5', '13', '20'] -> 13 - (20 * 5) mod 37
[1575] ['5', '13', '27'] -> 5 - (13 * 27) mod 37
[1576] ['5', '13', '30'] -> 30 / (5 - 13) mod 37
[1577] ['5', '14', '16'] -> (5 / 14) - 16 mod 37
[1578] ['5', '14', '19'] -> (5 / 19) + 14 mod 37
[1579] ['5', '14', '20'] -> 20 - (14 * 5) mod 37
[1580] ['5', '14', '23'] -> (23 - 14) / 5 mod 37
[1581] ['5', '14', '25'] -> 5 / (25 - 14) mod 37
[1582] ['5', '14', '30'] -> 5 - (30 / 14) mod 37
[1583] ['5', '14', '34'] -> 5 / (14 + 34) mod 37
[1584] ['1', '8', '29'] -> (1 - 8) / 29 mod 37
[1585] ['5', '15', '15'] -> (5 - 15) / 15 mod 37
[1586] ['5', '15', '19'] -> 19 / (5 - 15) mod 37
[1587] ['5', '15', '20'] -> 15 - (5 / 20) mod 37
[1588] ['5', '15', '27'] -> 27 - (15 / 5) mod 37
[1589] ['5', '15', '29'] -> 15 - (29 / 5) mod 37
[1590] ['5', '15', '31'] -> (15 + 31) / 5 mod 37
[1591] ['5', '16', '17'] -> (16 + 5) * 17 mod 37
[1592] ['5', '16', '20'] -> (20 / 16) - 5 mod 37
[1593] ['5', '16', '23'] -> 23 / (16 + 5) mod 37
[1594] ['5', '16', '27'] -> 5 / (27 - 16) mod 37
[1595] ['1', '8', '30'] -> 8 - (1 / 30) mod 37
[1596] ['5', '16', '31'] -> (16 / 5) - 31 mod 37
[1597] ['5', '17', '18'] -> (5 - 17) / 18 mod 37
[1598] ['5', '17', '22'] -> (5 / 17) - 22 mod 37
[1599] ['5', '17', '23'] -> (23 * 5) - 17 mod 37
[1600] ['5', '17', '24'] -> (17 * 5) - 24 mod 37
[1601] ['5', '17', '30'] -> (17 * 30) - 5 mod 37
[1602] ['5', '17', '34'] -> (17 / 34) + 5 mod 37
[1603] ['5', '18', '24'] -> (18 / 5) - 24 mod 37
[1604] ['5', '18', '25'] -> (25 / 5) - 18 mod 37
[1605] ['5', '18', '27'] -> (27 - 18) / 5 mod 37
[1606] ['1', '8', '35'] -> (1 - 35) * 8 mod 37
[1607] ['5', '18', '31'] -> (31 - 5) * 18 mod 37
[1608] ['5', '18', '32'] -> 18 / (5 - 32) mod 37
[1609] ['5', '18', '35'] -> 35 - (18 / 5) mod 37
[1610] ['5', '19', '25'] -> (25 / 5) + 19 mod 37
[1611] ['5', '19', '31'] -> (5 - 31) * 19 mod 37
[1612] ['5', '19', '33'] -> (33 / 19) - 5 mod 37
[1613] ['5', '20', '20'] -> (20 / 5) + 20 mod 37
[1614] ['5', '20', '21'] -> (21 - 5) * 20 mod 37
[1615] ['5', '20', '23'] -> (23 * 5) + 20 mod 37
[1616] ['5', '20', '30'] -> (20 - 30) * 5 mod 37
[1617] ['1', '8', '36'] -> (36 / 8) + 1 mod 37
[1618] ['5', '20', '34'] -> 5 - (20 / 34) mod 37
[1619] ['5', '21', '24'] -> (5 - 21) / 24 mod 37
[1620] ['5', '21', '26'] -> 26 - (5 / 21) mod 37
[1621] ['5', '21', '28'] -> (28 - 5) / 21 mod 37
[1622] ['5', '21', '31'] -> (21 - 31) * 5 mod 37
[1623] ['5', '22', '31'] -> (31 - 22) / 5 mod 37
[1624] ['5', '23', '30'] -> (30 / 23) + 5 mod 37
[1625] ['5', '23', '34'] -> 5 / (34 - 23) mod 37
[1626] ['5', '23', '35'] -> (35 - 5) * 23 mod 37
[1627] ['5', '23', '36'] -> 36 - (23 / 5) mod 37
[1628] ['1', '9', '9'] -> (1 / 9) - 9 mod 37
[1629] ['5', '25', '28'] -> (5 / 25) - 28 mod 37
[1630] ['5', '25', '35'] -> (25 - 35) * 5 mod 37
[1631] ['5', '26', '26'] -> (5 / 26) - 26 mod 37
[1632] ['5', '26', '28'] -> (28 / 5) - 26 mod 37
[1633] ['5', '26', '31'] -> (26 * 31) - 5 mod 37
[1634] ['5', '26', '35'] -> (35 - 26) / 5 mod 37
[1635] ['5', '27', '27'] -> 27 / (5 - 27) mod 37
[1636] ['5', '27', '31'] -> (5 / 27) - 31 mod 37
[1637] ['5', '27', '32'] -> (32 / 27) + 5 mod 37
[1638] ['5', '27', '36'] -> (36 - 27) / 5 mod 37
[1639] ['1', '1', '21'] -> 1 / (1 - 21) mod 37
[1640] ['1', '9', '11'] -> (11 * 9) - 1 mod 37
[1641] ['5', '28', '29'] -> 28 - (5 / 29) mod 37
[1642] ['5', '28', '31'] -> (28 + 5) * 31 mod 37
[1643] ['5', '28', '32'] -> (28 * 5) + 32 mod 37
[1644] ['5', '28', '33'] -> (5 / 28) - 33 mod 37
[1645] ['5', '30', '35'] -> (30 - 5) * 35 mod 37
[1646] ['5', '31', '32'] -> 32 / (31 - 5) mod 37
[1647] ['5', '31', '36'] -> (36 + 5) / 31 mod 37
[1648] ['5', '32', '36'] -> 36 - (32 * 5) mod 37
[1649] ['5', '33', '35'] -> (35 / 33) + 5 mod 37
[1650] ['5', '34', '36'] -> (5 / 34) - 36 mod 37
[1651] ['1', '9', '12'] -> (1 - 9) / 12 mod 37
[1652] ['5', '35', '35'] -> 35 / (35 + 5) mod 37
[1653] ['6', '6', '14'] -> (6 / 6) - 14 mod 37
[1654] ['6', '6', '19'] -> (6 + 6) / 19 mod 37
[1655] ['6', '6', '22'] -> 6 / (22 + 6) mod 37
[1656] ['6', '6', '27'] -> (27 + 6) / 6 mod 37
[1657] ['6', '6', '29'] -> 29 / (6 + 6) mod 37
[1658] ['6', '6', '32'] -> (32 / 6) - 6 mod 37
[1659] ['6', '6', '35'] -> (35 + 6) * 6 mod 37
[1660] ['6', '7', '15'] -> (15 / 7) + 6 mod 37
[1661] ['6', '7', '17'] -> (7 - 6) / 17 mod 37
[1662] ['1', '9', '19'] -> (19 * 9) + 1 mod 37
[1663] ['6', '7', '18'] -> (6 * 7) - 18 mod 37
[1664] ['6', '7', '21'] -> 6 / (21 + 7) mod 37
[1665] ['6', '7', '22'] -> 6 - (22 / 7) mod 37
[1666] ['6', '7', '33'] -> (6 / 33) + 7 mod 37
[1667] ['6', '7', '34'] -> (34 + 7) * 6 mod 37
[1668] ['6', '8', '9'] -> (9 - 6) * 8 mod 37
[1669] ['6', '8', '14'] -> (6 / 8) + 14 mod 37
[1670] ['6', '8', '17'] -> 6 / (8 - 17) mod 37
[1671] ['6', '8', '23'] -> (6 / 8) - 23 mod 37
[1672] ['6', '8', '24'] -> (6 * 8) - 24 mod 37
[1673] ['1', '9', '20'] -> 20 - (1 / 9) mod 37
[1674] ['6', '8', '31'] -> 8 / (31 - 6) mod 37
[1675] ['6', '9', '12'] -> (6 - 12) / 9 mod 37
[1676] ['6', '9', '17'] -> (6 / 17) - 9 mod 37
[1677] ['6', '9', '25'] -> (25 + 6) / 9 mod 37
[1678] ['6', '9', '26'] -> (6 / 9) - 26 mod 37
[1679] ['6', '9', '29'] -> (6 - 9) * 29 mod 37
[1680] ['6', '9', '32'] -> (32 + 9) * 6 mod 37
[1681] ['6', '10', '12'] -> (12 + 6) / 10 mod 37
[1682] ['6', '10', '15'] -> 15 / (6 - 10) mod 37
[1683] ['6', '10', '22'] -> 22 / (10 - 6) mod 37
[1684] ['1', '9', '25'] -> (9 - 1) / 25 mod 37
[1685] ['6', '10', '23'] -> (10 + 23) / 6 mod 37
[1686] ['6', '10', '35'] -> (6 / 35) - 10 mod 37
[1687] ['6', '10', '36'] -> (10 * 6) - 36 mod 37
[1688] ['6', '11', '11'] -> (11 - 6) / 11 mod 37
[1689] ['6', '11', '17'] -> 6 / (11 + 17) mod 37
[1690] ['6', '11', '20'] -> 6 / (11 - 20) mod 37
[1691] ['6', '11', '26'] -> (6 - 11) / 26 mod 37
[1692] ['6', '11', '36'] -> (36 + 6) / 11 mod 37
[1693] ['6', '12', '14'] -> (6 - 14) / 12 mod 37
[1694] ['6', '12', '15'] -> (12 / 6) - 15 mod 37
[1695] ['1', '9', '26'] -> 1 / (26 - 9) mod 37
[1696] ['6', '12', '17'] -> 6 - (12 * 17) mod 37
[1697] ['6', '12', '20'] -> (12 * 20) + 6 mod 37
[1698] ['6', '12', '23'] -> (23 + 6) / 12 mod 37
[1699] ['6', '12', '28'] -> (12 - 6) / 28 mod 37
[1700] ['6', '12', '29'] -> (12 + 29) * 6 mod 37
[1701] ['6', '12', '32'] -> (6 / 12) - 32 mod 37
[1702] ['6', '13', '25'] -> 6 - (25 / 13) mod 37
[1703] ['6', '13', '26'] -> 6 - (13 / 26) mod 37
[1704] ['6', '13', '33'] -> 33 - (6 / 13) mod 37
[1705] ['6', '14', '24'] -> (6 / 14) - 24 mod 37
[1706] ['1', '9', '27'] -> (9 / 27) - 1 mod 37
[1707] ['6', '14', '25'] -> (14 - 6) / 25 mod 37
[1708] ['6', '14', '28'] -> 6 - (14 / 28) mod 37
[1709] ['6', '14', '29'] -> 14 - (6 / 29) mod 37
[1710] ['6', '14', '31'] -> (31 * 6) - 14 mod 37
[1711] ['6', '15', '18'] -> (15 + 18) / 6 mod 37
[1712] ['6', '15', '25'] -> (25 * 6) - 15 mod 37
[1713] ['6', '15', '27'] -> 15 / (27 + 6) mod 37
[1714] ['6', '15', '30'] -> 6 - (15 / 30) mod 37
[1715] ['6', '15', '32'] -> (6 - 15) / 32 mod 37
[1716] ['6', '16', '17'] -> (16 + 17) / 6 mod 37
[1717] ['1', '9', '28'] -> (1 / 9) + 28 mod 37
[1718] ['6', '16', '30'] -> 16 / (6 - 30) mod 37
[1719] ['6', '16', '36'] -> (36 / 16) - 6 mod 37
[1720] ['6', '17', '17'] -> (17 * 17) - 6 mod 37
[1721] ['6', '17', '18'] -> (6 - 17) * 18 mod 37
[1722] ['6', '17', '19'] -> (17 - 6) * 19 mod 37
