[1] ['1', '1', '1', '6'] -> (1 + 1 + 1) * 6 base 7
[5308] ['3', '12', '66', '66'] -> (3 - (66 / 66)) * 12 base 7
[5309] ['1', '4', '11', '40'] -> ((40 / 11) + 1) * 4 base 7
[5310] ['3', '13', '13', '15'] -> (3 - (15 / 13)) * 13 base 7
[5311] ['3', '13', '13', '51'] -> 51 / (3 - (13 / 13)) base 7
[5312] ['3', '13', '13', '55'] -> (13 - (55 / 13)) * 3 base 7
[5313] ['3', '13', '13', '60'] -> ((13 + 13) * 3) - 60 base 7
[5314] ['3', '13', '13', '64'] -> ((13 * 13) - 64) / 3 base 7
[5315] ['3', '13', '13', '66'] -> ((66 / 13) - 3) * 13 base 7
[5316] ['3', '13', '14', '14'] -> ((13 + 14) / 3) + 14 base 7
[5317] ['3', '13', '14', '62'] -> (13 - (62 / 14)) * 3 base 7
[5318] ['3', '13', '14', '63'] -> ((13 + 14) * 3) - 63 base 7
[5319] ['3', '13', '15', '21'] -> (3 - (21 / 13)) * 15 base 7
[5320] ['1', '1', '10', '22'] -> (1 + 1) * (22 - 10) base 7
[5321] ['1', '4', '11', '54'] -> ((1 + 54) / 4) + 11 base 7
[5322] ['3', '13', '15', '45'] -> (3 + 45) / (15 - 13) base 7
[5323] ['3', '13', '15', '46'] -> (13 * 15) - (3 * 46) base 7
[5324] ['3', '13', '15', '64'] -> (3 * 64) - (13 * 15) base 7
[5325] ['3', '13', '20', '52'] -> ((3 + 52) / 13) + 20 base 7
[5326] ['3', '13', '21', '62'] -> (13 * 21) - (3 * 62) base 7
[5327] ['3', '13', '22', '23'] -> ((23 + 3) / 13) + 22 base 7
[5328] ['3', '13', '22', '35'] -> (35 / (13 + 3)) + 22 base 7
[5329] ['3', '13', '26', '30'] -> (3 - (30 / 13)) * 26 base 7
[5330] ['3', '13', '26', '35'] -> 26 - (35 / (13 + 3)) base 7
[5331] ['3', '13', '31', '52'] -> 31 - ((3 + 52) / 13) base 7
[5332] ['1', '4', '12', '14'] -> 4 / ((14 / 12) - 1) base 7
[5333] ['3', '13', '31', '66'] -> 66 / (13 - (31 / 3)) base 7
[5334] ['3', '13', '32', '41'] -> 41 - ((13 + 32) / 3) base 7
[5335] ['3', '13', '32', '60'] -> 60 / (13 - (32 / 3)) base 7
[5336] ['3', '13', '33', '35'] -> 33 / (13 - (35 / 3)) base 7
[5337] ['3', '13', '33', '46'] -> 33 / ((46 / 3) - 13) base 7
[5338] ['3', '13', '34', '36'] -> ((34 - 13) * 3) - 36 base 7
[5339] ['3', '13', '35', '63'] -> (3 - (35 / 13)) * 63 base 7
[5340] ['3', '13', '36', '40'] -> (13 - (40 / 3)) * 36 base 7
[5341] ['3', '13', '41', '54'] -> ((41 - 13) * 3) - 54 base 7
[5342] ['3', '13', '42', '66'] -> 66 / (3 - (13 / 42)) base 7
[5343] ['1', '4', '12', '35'] -> 35 / ((4 / 12) + 1) base 7
[5344] ['3', '13', '43', '63'] -> ((43 - 13) * 3) - 63 base 7
[5345] ['3', '13', '45', '50'] -> 45 - ((13 + 50) / 3) base 7
[5346] ['3', '13', '50', '51'] -> ((50 / 13) - 3) * 51 base 7
[5347] ['3', '13', '50', '56'] -> 50 - ((13 + 56) / 3) base 7
[5348] ['3', '13', '50', '60'] -> (3 - (60 / 50)) * 13 base 7
[5349] ['3', '13', '51', '51'] -> 51 / ((51 / 3) - 13) base 7
[5350] ['3', '13', '51', '62'] -> 51 - ((13 + 62) / 3) base 7
[5351] ['3', '13', '53', '64'] -> ((53 + 64) / 3) - 13 base 7
[5352] ['3', '13', '53', '66'] -> 66 / ((53 / 3) - 13) base 7
[5353] ['3', '13', '54', '63'] -> ((54 + 63) / 3) - 13 base 7
[5354] ['1', '4', '12', '50'] -> ((1 + 50) / 4) + 12 base 7
[5355] ['3', '13', '54', '65'] -> ((3 * 65) + 54) / 13 base 7
[5356] ['3', '13', '55', '60'] -> (55 / 13) + (60 / 3) base 7
[5357] ['3', '13', '55', '66'] -> (3 - (66 / 55)) * 13 base 7
[5358] ['3', '13', '56', '61'] -> ((56 + 61) / 3) - 13 base 7
[5359] ['3', '13', '63', '63'] -> ((3 * 63) + 63) / 13 base 7
[5360] ['3', '14', '14', '51'] -> 51 / (3 - (14 / 14)) base 7
[5361] ['3', '14', '14', '66'] -> ((14 + 14) * 3) - 66 base 7
[5362] ['3', '14', '15', '50'] -> 15 / ((50 / 3) - 14) base 7
[5363] ['3', '14', '16', '21'] -> ((16 * 21) + 3) / 14 base 7
[5364] ['3', '14', '16', '30'] -> ((14 * 30) + 3) / 16 base 7
[5365] ['1', '4', '13', '24'] -> ((13 - 1) * 4) - 24 base 7
[5366] ['3', '14', '16', '45'] -> (3 + 45) / (16 - 14) base 7
[5367] ['3', '14', '16', '60'] -> (60 / (16 - 14)) - 3 base 7
[5368] ['3', '14', '20', '56'] -> ((3 + 56) / 14) + 20 base 7
[5369] ['3', '14', '21', '31'] -> ((31 - 14) * 3) - 21 base 7
[5370] ['3', '14', '22', '40'] -> (40 / (14 + 3)) + 22 base 7
[5371] ['3', '14', '25', '26'] -> 26 - ((25 + 3) / 14) base 7
[5372] ['3', '14', '26', '40'] -> 26 - (40 / (14 + 3)) base 7
[5373] ['3', '14', '26', '45'] -> ((14 * 45) - 3) / 26 base 7
[5374] ['3', '14', '31', '56'] -> 31 - ((3 + 56) / 14) base 7
[5375] ['3', '14', '33', '34'] -> ((34 - 14) * 3) - 33 base 7
[5376] ['1', '4', '13', '26'] -> 26 - (13 / (1 + 4)) base 7
[5377] ['3', '14', '34', '66'] -> 66 / (14 - (34 / 3)) base 7
[5378] ['3', '14', '35', '36'] -> ((35 - 14) * 3) - 36 base 7
[5379] ['3', '14', '35', '60'] -> 60 / (14 - (35 / 3)) base 7
[5380] ['3', '14', '36', '42'] -> ((36 - 14) * 3) - 42 base 7
[5381] ['3', '14', '36', '50'] -> ((50 / 3) - 14) * 36 base 7
[5382] ['3', '14', '36', '51'] -> 51 / (14 - (36 / 3)) base 7
[5383] ['3', '14', '40', '42'] -> 42 / (14 - (40 / 3)) base 7
[5384] ['3', '14', '40', '43'] -> 43 - ((14 + 40) / 3) base 7
[5385] ['3', '14', '42', '53'] -> 42 / ((53 / 3) - 14) base 7
[5386] ['3', '14', '43', '44'] -> 44 - ((14 + 43) / 3) base 7
[5387] ['1', '4', '13', '35'] -> ((1 + 13) * 4) - 35 base 7
[5388] ['3', '14', '43', '60'] -> ((43 - 14) * 3) - 60 base 7
[5389] ['3', '14', '44', '63'] -> ((44 - 14) * 3) - 63 base 7
[5390] ['3', '14', '45', '46'] -> 45 - ((14 + 46) / 3) base 7
[5391] ['3', '14', '45', '54'] -> ((54 / 14) - 3) * 45 base 7
[5392] ['3', '14', '46', '52'] -> 46 - ((14 + 52) / 3) base 7
[5393] ['3', '14', '50', '51'] -> 51 / (50 - (14 * 3)) base 7
[5394] ['3', '14', '51', '54'] -> 51 / ((54 / 3) - 14) base 7
[5395] ['3', '14', '51', '61'] -> 51 - ((14 + 61) / 3) base 7
[5396] ['3', '14', '52', '64'] -> 52 - ((14 + 64) / 3) base 7
[5397] ['3', '14', '54', '66'] -> ((54 + 66) / 3) - 14 base 7
[5398] ['1', '4', '13', '36'] -> 36 / ((13 / 4) - 1) base 7
[5399] ['3', '14', '55', '60'] -> 60 / ((55 / 3) - 14) base 7
[5400] ['3', '14', '55', '65'] -> ((55 + 65) / 3) - 14 base 7
[5401] ['3', '14', '56', '66'] -> 66 / ((56 / 3) - 14) base 7
[5402] ['3', '14', '60', '62'] -> (60 / 3) + (62 / 14) base 7
[5403] ['3', '14', '60', '63'] -> ((60 + 63) / 3) - 14 base 7
[5404] ['3', '14', '61', '62'] -> ((61 + 62) / 3) - 14 base 7
[5405] ['3', '15', '15', '40'] -> 15 / (3 - (40 / 15)) base 7
[5406] ['3', '15', '15', '53'] -> 15 / ((53 / 3) - 15) base 7
[5407] ['3', '15', '15', '62'] -> 15 / ((62 / 15) - 3) base 7
[5408] ['3', '15', '16', '32'] -> ((32 - 16) * 3) - 15 base 7
[5409] ['1', '4', '13', '42'] -> (1 - (4 / 13)) * 42 base 7
[5410] ['3', '15', '16', '52'] -> 15 / (16 - (52 / 3)) base 7
[5411] ['3', '15', '20', '30'] -> (3 - (30 / 20)) * 15 base 7
[5412] ['3', '15', '20', '62'] -> 15 / ((62 / 3) - 20) base 7
[5413] ['3', '15', '20', '63'] -> ((3 + 63) / 15) + 20 base 7
[5414] ['3', '15', '21', '32'] -> ((32 - 15) * 3) - 21 base 7
[5415] ['3', '15', '21', '35'] -> 21 / (3 - (35 / 15)) base 7
[5416] ['3', '15', '21', '61'] -> 15 / (21 - (61 / 3)) base 7
[5417] ['3', '15', '21', '64'] -> 21 / ((64 / 15) - 3) base 7
[5418] ['3', '15', '21', '65'] -> 15 / ((65 / 3) - 21) base 7
[5419] ['3', '15', '23', '36'] -> ((36 - 23) * 3) - 15 base 7
[5420] ['1', '4', '13', '50'] -> ((50 / 13) + 1) * 4 base 7
[5421] ['3', '15', '25', '41'] -> ((41 - 25) * 3) - 15 base 7
[5422] ['3', '15', '26', '30'] -> 26 - ((3 + 30) / 15) base 7
[5423] ['3', '15', '30', '31'] -> 30 / (3 - (31 / 15)) base 7
[5424] ['3', '15', '30', '34'] -> ((34 - 15) * 3) - 30 base 7
[5425] ['3', '15', '30', '41'] -> 41 - ((15 + 30) / 3) base 7
[5426] ['3', '15', '30', '43'] -> ((43 - 30) * 3) - 15 base 7
[5427] ['3', '15', '31', '45'] -> (3 - (45 / 31)) * 15 base 7
[5428] ['3', '15', '31', '63'] -> 31 - ((3 + 63) / 15) base 7
[5429] ['3', '15', '32', '45'] -> ((45 - 32) * 3) - 15 base 7
[5430] ['3', '15', '33', '44'] -> 33 / (15 - (44 / 3)) base 7
[5431] ['1', '1', '10', '30'] -> (1 - (1 / 10)) * 30 base 7
[5432] ['1', '4', '13', '55'] -> (55 / (1 + 4)) + 13 base 7
[5433] ['3', '15', '33', '46'] -> ((46 - 33) * 3) - 15 base 7
[5434] ['3', '15', '33', '55'] -> 33 / ((55 / 3) - 15) base 7
[5435] ['3', '15', '34', '50'] -> ((50 - 34) * 3) - 15 base 7
[5436] ['3', '15', '35', '54'] -> (3 - (54 / 35)) * 15 base 7
[5437] ['3', '15', '36', '40'] -> (3 - (40 / 15)) * 36 base 7
[5438] ['3', '15', '36', '43'] -> 43 - ((15 + 36) / 3) base 7
[5439] ['3', '15', '36', '46'] -> (15 - (46 / 3)) * 36 base 7
[5440] ['3', '15', '36', '52'] -> ((52 - 36) * 3) - 15 base 7
[5441] ['3', '15', '36', '53'] -> ((53 / 3) - 15) * 36 base 7
[5442] ['3', '15', '36', '62'] -> ((62 / 15) - 3) * 36 base 7
[5443] ['1', '4', '14', '31'] -> ((14 - 1) * 4) - 31 base 7
[5444] ['3', '15', '36', '64'] -> 64 / (3 - (15 / 36)) base 7
[5445] ['3', '15', '40', '65'] -> (40 / 15) + (65 / 3) base 7
[5446] ['3', '15', '40', '66'] -> 66 / (15 - (40 / 3)) base 7
[5447] ['3', '15', '41', '45'] -> ((41 - 15) * 3) - 45 base 7
[5448] ['3', '15', '41', '60'] -> 60 / (15 - (41 / 3)) base 7
[5449] ['3', '15', '42', '43'] -> 42 / (15 - (43 / 3)) base 7
[5450] ['3', '15', '42', '56'] -> 42 / ((56 / 3) - 15) base 7
[5451] ['3', '15', '42', '63'] -> (3 - (63 / 42)) * 15 base 7
[5452] ['3', '15', '43', '54'] -> ((43 - 15) * 3) - 54 base 7
[5453] ['3', '15', '44', '66'] -> (3 - (66 / 44)) * 15 base 7
[5454] ['1', '4', '14', '42'] -> ((1 + 14) * 4) - 42 base 7
[5455] ['3', '15', '45', '61'] -> ((61 - 45) * 3) - 15 base 7
[5456] ['3', '15', '46', '62'] -> ((62 - 46) * 3) - 15 base 7
[5457] ['3', '15', '50', '54'] -> 50 - ((15 + 54) / 3) base 7
[5458] ['3', '15', '50', '63'] -> ((63 - 50) * 3) - 15 base 7
[5459] ['3', '15', '51', '64'] -> ((64 - 51) * 3) - 15 base 7
[5460] ['3', '15', '51', '66'] -> 66 / (3 - (15 / 51)) base 7
[5461] ['3', '15', '52', '63'] -> 52 - ((15 + 63) / 3) base 7
[5462] ['3', '15', '52', '65'] -> ((65 - 52) * 3) - 15 base 7
[5463] ['3', '15', '55', '62'] -> (55 / 15) + (62 / 3) base 7
[5464] ['3', '15', '60', '61'] -> 60 / ((61 / 3) - 15) base 7
[5465] ['1', '4', '14', '50'] -> (50 / (1 + 4)) + 14 base 7
[5466] ['3', '15', '61', '62'] -> (61 / 3) + (62 / 15) base 7
[5467] ['3', '15', '61', '65'] -> ((61 + 65) / 3) - 15 base 7
[5468] ['3', '15', '62', '66'] -> 66 / ((62 / 3) - 15) base 7
[5469] ['3', '16', '16', '51'] -> 51 / (3 - (16 / 16)) base 7
[5470] ['3', '16', '21', '30'] -> ((16 * 30) - 3) / 21 base 7
[5471] ['3', '16', '21', '45'] -> (3 + 45) / (21 - 16) base 7
[5472] ['3', '16', '23', '40'] -> 40 - ((16 + 23) / 3) base 7
[5473] ['3', '16', '26', '32'] -> 26 - ((3 + 32) / 16) base 7
[5474] ['3', '16', '26', '44'] -> 26 - (44 / (16 + 3)) base 7
[5475] ['3', '16', '30', '35'] -> ((35 - 16) * 3) - 30 base 7
[5476] ['1', '4', '14', '52'] -> ((1 + 4) * 14) - 52 base 7
[5477] ['3', '16', '33', '50'] -> 33 / (16 - (50 / 3)) base 7
[5478] ['3', '16', '36', '40'] -> ((40 - 16) * 3) - 36 base 7
[5479] ['3', '16', '36', '52'] -> (16 - (52 / 3)) * 36 base 7
[5480] ['3', '16', '36', '56'] -> ((56 / 3) - 16) * 36 base 7
[5481] ['3', '16', '41', '42'] -> ((41 - 16) * 3) - 42 base 7
[5482] ['3', '16', '41', '44'] -> 44 - ((16 + 41) / 3) base 7
[5483] ['3', '16', '42', '45'] -> ((42 - 16) * 3) - 45 base 7
[5484] ['3', '16', '42', '46'] -> 42 / (16 - (46 / 3)) base 7
[5485] ['3', '16', '42', '62'] -> 42 / ((62 / 3) - 16) base 7
[5486] ['3', '16', '43', '66'] -> 66 / (16 - (43 / 3)) base 7
[5487] ['1', '4', '14', '61'] -> (14 + 61) / (4 - 1) base 7
[5488] ['3', '16', '44', '45'] -> 45 - ((16 + 44) / 3) base 7
[5489] ['3', '16', '44', '60'] -> 60 / (16 - (44 / 3)) base 7
[5490] ['3', '16', '45', '51'] -> 51 / (16 - (45 / 3)) base 7
[5491] ['3', '16', '45', '54'] -> (3 - (45 / 16)) * 54 base 7
[5492] ['3', '16', '46', '50'] -> 46 - ((16 + 50) / 3) base 7
[5493] ['3', '16', '46', '63'] -> ((46 - 16) * 3) - 63 base 7
[5494] ['3', '16', '50', '53'] -> 50 - ((16 + 53) / 3) base 7
[5495] ['3', '16', '50', '66'] -> ((50 - 16) * 3) - 66 base 7
[5496] ['3', '16', '51', '52'] -> 51 / ((16 * 3) - 52) base 7
[5497] ['3', '16', '51', '63'] -> 51 / ((63 / 3) - 16) base 7
[5498] ['1', '4', '15', '15'] -> 15 / (1 - (4 / 15)) base 7
[5499] ['3', '16', '53', '65'] -> 53 - ((16 + 65) / 3) base 7
[5500] ['3', '16', '54', '66'] -> 66 / (3 - (16 / 54)) base 7
[5501] ['3', '16', '60', '64'] -> 60 / ((64 / 3) - 16) base 7
[5502] ['3', '16', '63', '66'] -> ((63 + 66) / 3) - 16 base 7
[5503] ['3', '16', '64', '65'] -> ((64 + 65) / 3) - 16 base 7
[5504] ['3', '20', '20', '33'] -> (3 - (33 / 20)) * 20 base 7
[5505] ['3', '20', '20', '51'] -> 51 / (3 - (20 / 20)) base 7
[5506] ['3', '20', '21', '23'] -> ((21 * 23) - 3) / 20 base 7
[5507] ['3', '20', '22', '34'] -> ((3 + 34) / 20) + 22 base 7
[5508] ['3', '20', '22', '45'] -> (3 + 45) / (22 - 20) base 7
[5509] ['1', '4', '15', '32'] -> ((1 + 32) / 4) + 15 base 7
[5510] ['3', '20', '22', '46'] -> (46 / (20 + 3)) + 22 base 7
[5511] ['3', '20', '22', '60'] -> (60 / (22 - 20)) - 3 base 7
[5512] ['3', '20', '25', '41'] -> 41 - ((20 + 25) / 3) base 7
[5513] ['3', '20', '26', '34'] -> 26 - ((3 + 34) / 20) base 7
[5514] ['3', '20', '26', '46'] -> 26 - (46 / (20 + 3)) base 7
[5515] ['3', '20', '33', '53'] -> 33 / (20 - (53 / 3)) base 7
[5516] ['3', '20', '33', '64'] -> 33 / ((64 / 3) - 20) base 7
[5517] ['3', '20', '34', '43'] -> 43 - ((20 + 34) / 3) base 7
[5518] ['3', '20', '36', '41'] -> ((41 - 20) * 3) - 36 base 7
[5519] ['3', '20', '36', '55'] -> (20 - (55 / 3)) * 36 base 7
[5520] ['1', '4', '15', '51'] -> 51 / ((15 / 4) - 1) base 7
[5521] ['3', '20', '36', '62'] -> ((62 / 3) - 20) * 36 base 7
[5522] ['3', '20', '40', '63'] -> 63 / (3 - (20 / 40)) base 7
[5523] ['3', '20', '42', '65'] -> 42 / ((65 / 3) - 20) base 7
[5524] ['3', '20', '45', '54'] -> ((45 - 20) * 3) - 54 base 7
[5525] ['3', '20', '46', '66'] -> 66 / (20 - (46 / 3)) base 7
[5526] ['3', '20', '50', '52'] -> 50 - ((20 + 52) / 3) base 7
[5527] ['3', '20', '50', '63'] -> ((50 - 20) * 3) - 63 base 7
[5528] ['3', '20', '51', '60'] -> (3 - (51 / 20)) * 60 base 7
[5529] ['3', '20', '51', '65'] -> 65 / (3 - (20 / 51)) base 7
[5530] ['3', '20', '52', '61'] -> 52 - ((20 + 61) / 3) base 7
[5531] ['1', '4', '16', '34'] -> (34 / (1 + 4)) + 16 base 7
[5532] ['3', '21', '21', '35'] -> ((35 - 21) * 3) - 21 base 7
[5533] ['3', '21', '21', '36'] -> (3 - (36 / 21)) * 21 base 7
[5534] ['3', '21', '22', '25'] -> ((21 * 25) + 3) / 22 base 7
[5535] ['3', '21', '23', '40'] -> ((40 - 23) * 3) - 21 base 7
[5536] ['3', '21', '23', '45'] -> (3 + 45) / (23 - 21) base 7
[5537] ['3', '21', '25', '32'] -> ((21 * 32) - 3) / 25 base 7
[5538] ['3', '21', '26', '43'] -> ((43 - 26) * 3) - 21 base 7
[5539] ['3', '21', '30', '34'] -> ((21 * 34) + 3) / 30 base 7
[5540] ['3', '21', '30', '40'] -> ((40 - 21) * 3) - 30 base 7
[5541] ['3', '21', '30', '44'] -> ((44 - 30) * 3) - 21 base 7
[5542] ['1', '1', '10', '31'] -> (31 / (1 + 1)) + 10 base 7
[5543] ['1', '4', '16', '42'] -> ((16 - 1) * 4) - 42 base 7
[5544] ['3', '21', '32', '46'] -> ((46 - 32) * 3) - 21 base 7
[5545] ['3', '21', '33', '43'] -> 43 - ((21 + 33) / 3) base 7
[5546] ['3', '21', '33', '50'] -> ((50 - 33) * 3) - 21 base 7
[5547] ['3', '21', '34', '63'] -> (3 - (63 / 34)) * 21 base 7
[5548] ['3', '21', '35', '43'] -> ((21 * 43) + 3) / 35 base 7
[5549] ['3', '21', '36', '44'] -> 44 - ((21 + 36) / 3) base 7
[5550] ['3', '21', '36', '50'] -> (3 - (50 / 21)) * 36 base 7
[5551] ['3', '21', '36', '53'] -> ((53 - 36) * 3) - 21 base 7
[5552] ['3', '21', '36', '61'] -> (21 - (61 / 3)) * 36 base 7
[5553] ['3', '21', '36', '62'] -> 62 / (3 - (21 / 36)) base 7
[5554] ['1', '4', '16', '53'] -> ((1 + 16) * 4) - 53 base 7
[5555] ['3', '21', '36', '65'] -> ((65 / 3) - 21) * 36 base 7
[5556] ['3', '21', '40', '54'] -> ((54 - 40) * 3) - 21 base 7
[5557] ['3', '21', '42', '55'] -> 42 / (21 - (55 / 3)) base 7
[5558] ['3', '21', '42', '56'] -> ((56 - 42) * 3) - 21 base 7
[5559] ['3', '21', '42', '66'] -> (42 / 21) + (66 / 3) base 7
[5560] ['3', '21', '43', '60'] -> ((60 - 43) * 3) - 21 base 7
[5561] ['3', '21', '44', '61'] -> ((61 - 44) * 3) - 21 base 7
[5562] ['3', '21', '46', '54'] -> ((46 - 21) * 3) - 54 base 7
[5563] ['3', '21', '46', '56'] -> ((21 * 56) - 3) / 46 base 7
[5564] ['3', '21', '46', '63'] -> ((63 - 46) * 3) - 21 base 7
[5565] ['1', '4', '16', '56'] -> (16 + 56) / (4 - 1) base 7
[5566] ['3', '21', '50', '60'] -> ((50 - 21) * 3) - 60 base 7
[5567] ['3', '21', '50', '64'] -> ((64 - 50) * 3) - 21 base 7
[5568] ['3', '21', '50', '65'] -> (50 / 21) + (65 / 3) base 7
[5569] ['3', '21', '52', '60'] -> 52 - ((21 + 60) / 3) base 7
[5570] ['3', '21', '53', '63'] -> 53 - ((21 + 63) / 3) base 7
[5571] ['3', '21', '54', '65'] -> ((21 * 65) - 3) / 54 base 7
[5572] ['3', '22', '22', '41'] -> ((3 + 41) / 22) + 22 base 7
[5573] ['3', '22', '22', '42'] -> (3 - (42 / 22)) * 22 base 7
[5574] ['3', '22', '22', '51'] -> 51 / (3 - (22 / 22)) base 7
[5575] ['3', '22', '23', '41'] -> 41 - ((22 + 23) / 3) base 7
[5576] ['1', '4', '16', '65'] -> ((1 + 4) * 16) - 65 base 7
[5577] ['3', '22', '23', '43'] -> ((3 + 43) / 23) + 22 base 7
[5578] ['3', '22', '23', '55'] -> (55 / (23 + 3)) + 22 base 7
[5579] ['3', '22', '25', '50'] -> ((3 + 50) / 25) + 22 base 7
[5580] ['3', '22', '25', '62'] -> (62 / (25 + 3)) + 22 base 7
[5581] ['3', '22', '26', '41'] -> 26 - ((3 + 41) / 22) base 7
[5582] ['3', '22', '26', '52'] -> ((3 + 52) / 26) + 22 base 7
[5583] ['3', '22', '26', '53'] -> 26 - (53 / (22 + 3)) base 7
[5584] ['3', '22', '30', '66'] -> (66 / (3 + 30)) + 22 base 7
[5585] ['3', '22', '31', '56'] -> ((3 + 56) / 31) + 22 base 7
[5586] ['3', '22', '33', '36'] -> 36 / (3 - (33 / 22)) base 7
[5587] ['1', '4', '20', '20'] -> ((4 / 20) + 1) * 20 base 7
[5588] ['3', '22', '33', '62'] -> 33 / (22 - (62 / 3)) base 7
[5589] ['3', '22', '36', '43'] -> ((43 - 22) * 3) - 36 base 7
[5590] ['3', '22', '36', '64'] -> (22 - (64 / 3)) * 36 base 7
[5591] ['3', '22', '41', '45'] -> 45 - ((22 + 41) / 3) base 7
[5592] ['3', '22', '42', '61'] -> 42 / (22 - (61 / 3)) base 7
[5593] ['3', '22', '44', '63'] -> 63 / (3 - (22 / 44)) base 7
[5594] ['3', '22', '50', '54'] -> ((50 - 22) * 3) - 54 base 7
[5595] ['3', '22', '51', '55'] -> (3 - (55 / 22)) * 51 base 7
[5596] ['3', '22', '52', '56'] -> 52 - ((22 + 56) / 3) base 7
[5597] ['3', '23', '23', '45'] -> (3 - (45 / 23)) * 23 base 7
[5598] ['1', '4', '20', '21'] -> ((1 + 21) / 4) + 20 base 7
[5599] ['3', '23', '23', '51'] -> 51 / (3 - (23 / 23)) base 7
[5600] ['3', '23', '25', '45'] -> (3 + 45) / (25 - 23) base 7
[5601] ['3', '23', '26', '30'] -> ((23 * 30) + 3) / 26 base 7
[5602] ['3', '23', '33', '43'] -> ((43 - 23) * 3) - 33 base 7
[5603] ['3', '23', '34', '44'] -> 44 - ((23 + 34) / 3) base 7
[5604] ['3', '23', '36', '44'] -> ((44 - 23) * 3) - 36 base 7
[5605] ['3', '23', '40', '45'] -> 45 - ((23 + 40) / 3) base 7
[5606] ['3', '23', '42', '64'] -> 42 / (23 - (64 / 3)) base 7
[5607] ['3', '23', '46', '66'] -> (46 / 23) + (66 / 3) base 7
[5608] ['3', '23', '51', '63'] -> 51 / (23 - (63 / 3)) base 7
[5609] ['1', '4', '20', '33'] -> ((4 - 1) * 20) - 33 base 7
[5610] ['3', '23', '52', '60'] -> ((52 - 23) * 3) - 60 base 7
[5611] ['3', '23', '53', '61'] -> 53 - ((23 + 61) / 3) base 7
[5612] ['3', '23', '53', '63'] -> ((53 - 23) * 3) - 63 base 7
[5613] ['3', '23', '54', '64'] -> 54 - ((23 + 64) / 3) base 7
[5614] ['3', '23', '61', '66'] -> 66 / (23 - (61 / 3)) base 7
[5615] ['3', '25', '25', '51'] -> 51 / (3 - (25 / 25)) base 7
[5616] ['3', '25', '25', '54'] -> (3 - (54 / 25)) * 25 base 7
[5617] ['3', '25', '26', '43'] -> 43 - ((25 + 26) / 3) base 7
[5618] ['3', '25', '26', '50'] -> 26 - ((3 + 50) / 25) base 7
[5619] ['3', '25', '26', '62'] -> 26 - (62 / (25 + 3)) base 7
[5620] ['1', '4', '20', '46'] -> ((20 - 1) * 4) - 46 base 7
[5621] ['3', '25', '30', '31'] -> ((25 * 30) - 3) / 31 base 7
[5622] ['3', '25', '30', '44'] -> ((44 - 25) * 3) - 30 base 7
[5623] ['3', '25', '30', '45'] -> (3 + 45) / (30 - 25) base 7
[5624] ['3', '25', '36', '46'] -> ((46 - 25) * 3) - 36 base 7
[5625] ['3', '25', '41', '46'] -> 46 - ((25 + 41) / 3) base 7
[5626] ['3', '25', '42', '50'] -> ((50 - 25) * 3) - 42 base 7
[5627] ['3', '25', '53', '63'] -> 63 / (3 - (25 / 53)) base 7
[5628] ['3', '25', '54', '62'] -> 54 - ((25 + 62) / 3) base 7
[5629] ['3', '25', '55', '65'] -> 55 - ((25 + 65) / 3) base 7
[5630] ['3', '25', '56', '66'] -> ((56 - 25) * 3) - 66 base 7
[5631] ['1', '4', '20', '55'] -> (20 + 55) / (4 - 1) base 7
[5632] ['3', '26', '26', '51'] -> 51 / (3 - (26 / 26)) base 7
[5633] ['3', '26', '26', '52'] -> 26 - ((3 + 52) / 26) base 7
[5634] ['3', '26', '26', '60'] -> (3 - (60 / 26)) * 26 base 7
[5635] ['3', '26', '30', '45'] -> ((45 - 26) * 3) - 30 base 7
[5636] ['3', '26', '30', '54'] -> 26 - ((3 + 54) / 30) base 7
[5637] ['3', '26', '30', '66'] -> 26 - (66 / (3 + 30)) base 7
[5638] ['3', '26', '31', '56'] -> 26 - ((3 + 56) / 31) base 7
[5639] ['3', '26', '31', '60'] -> (60 / (31 - 26)) - 3 base 7
[5640] ['3', '26', '32', '61'] -> 26 - ((3 + 61) / 32) base 7
[5641] ['3', '26', '33', '54'] -> 54 / (3 - (26 / 33)) base 7
[5642] ['1', '4', '20', '60'] -> ((1 + 20) * 4) - 60 base 7
[5643] ['3', '26', '34', '65'] -> 26 - ((3 + 65) / 34) base 7
[5644] ['3', '26', '36', '42'] -> 36 / (3 - (42 / 26)) base 7
[5645] ['3', '26', '36', '50'] -> ((50 - 26) * 3) - 36 base 7
[5646] ['3', '26', '42', '60'] -> 60 / (3 - (26 / 42)) base 7
[5647] ['3', '26', '43', '50'] -> 50 - ((26 + 43) / 3) base 7
[5648] ['3', '26', '45', '52'] -> ((52 - 26) * 3) - 45 base 7
[5649] ['3', '26', '51', '62'] -> 62 / (3 - (26 / 51)) base 7
[5650] ['3', '26', '54', '61'] -> 54 - ((26 + 61) / 3) base 7
[5651] ['3', '26', '55', '66'] -> (55 / 26) + (66 / 3) base 7
[5652] ['3', '26', '56', '63'] -> ((56 - 26) * 3) - 63 base 7
[5653] ['1', '1', '10', '41'] -> (10 + 41) / (1 + 1) base 7
[5654] ['1', '4', '20', '63'] -> 63 / ((20 / 4) - 1) base 7
[5655] ['3', '30', '30', '46'] -> ((46 - 30) * 3) - 30 base 7
[5656] ['3', '30', '30', '63'] -> (3 - (63 / 30)) * 30 base 7
