[1] ['i', 'i', '4i', '(1+6i)'] -> ((i / i) - 1+6i) * 4i
[1002] ['i', '4i', '6i', '5'] -> 4i / ((5 / 6i) + i)
[1003] ['(1+i)', '(4+2i)', '6', '(6+3i)'] -> ((4+2i * 6+3i) + 6) / 1+i
[1004] ['(1+i)', '(4+3i)', '(4+4i)', '(4+4i)'] -> (4+4i - (1+i * 4+3i)) * 4+4i
[1005] ['(1+i)', '(4+4i)', '(4+4i)', '5'] -> ((4+4i * 5) + 4+4i) / 1+i
[1006] ['(1+i)', '(5+i)', '6', '6'] -> (5+i * 6) - (1+i * 6)
[1007] ['(1+i)', '(5+4i)', '6', '6'] -> ((5+4i * 6) - 6) / 1+i
[1008] ['(1+i)', '6', '6', '(6+i)'] -> ((6+i - 1+i) * 6) - 6
[1009] ['(1+i)', '3', '4', '(4+4i)'] -> ((4+4i / 1+i) + 4) * 3
[1010] ['(1+i)', '3', '4', '(6+2i)'] -> ((4 / 1+i) + 6+2i) * 3
[1011] ['(1+i)', '3', '(4+i)', '(5+3i)'] -> ((5+3i / 1+i) + 4+i) * 3
[1012] ['(1+i)', '3', '(4+2i)', '(5+i)'] -> ((4+2i / 1+i) + 5+i) * 3
[1013] ['i', '4i', '1', '(6+i)'] -> ((6+i / i) - 1) * 4i
[1014] ['(1+i)', '3', '(4+2i)', '(6+2i)'] -> ((6+2i / 1+i) + 4+2i) * 3
[1015] ['(1+i)', '3', '(4+4i)', '6'] -> (6 - (1+i * 3)) * 4+4i
[1016] ['(1+i)', '3', '(5+i)', '(5+2i)'] -> ((5+i / 1+i) + 5+2i) * 3
[1017] ['(1+i)', '3', '(5+3i)', '6'] -> ((6 / 1+i) + 5+3i) * 3
[1018] ['(1+i)', '(3+i)', '(3+3i)', '6'] -> (6 - (1+i * 3+i)) * 3+3i
[1019] ['(1+i)', '(3+i)', '4', '(4+i)'] -> ((3+i / 1+i) + 4+i) * 4
[1020] ['(1+i)', '(3+i)', '4', '(4+2i)'] -> ((4+2i / 1+i) + 3+i) * 4
[1021] ['(1+i)', '(3+i)', '(4+4i)', '(5+i)'] -> (5+i - (1+i * 3+i)) * 4+4i
[1022] ['(1+i)', '(3+2i)', '(3+3i)', '(5+i)'] -> (5+i - (1+i * 3+2i)) * 3+3i
[1023] ['(1+i)', '(3+2i)', '4', '(5+i)'] -> ((5+i / 1+i) + 3+2i) * 4
[1024] ['i', '4i', '(1+i)', '(1+5i)'] -> ((1+i / i) - 1+5i) * 4i
[1025] ['(1+i)', '(3+2i)', '(4+2i)', '(4+4i)'] -> (4+2i - (1+i * 3+2i)) * 4+4i
[1026] ['(1+i)', '(3+2i)', '(4+3i)', '(6+i)'] -> ((4+3i * 6+i) + 3+2i) / 1+i
[1027] ['(1+i)', '(3+2i)', '5', '(5+i)'] -> (5 * 5+i) - (1+i * 3+2i)
[1028] ['(1+i)', '(3+3i)', '(3+3i)', '(3+4i)'] -> (3+3i - (1+i * 3+4i)) * 3+3i
[1029] ['(1+i)', '(3+3i)', '(3+3i)', '(4+2i)'] -> (4+2i - (1+i * 3+3i)) * 3+3i
[1030] ['(1+i)', '(3+3i)', '(3+3i)', '(4+4i)'] -> (3+3i - (1+i * 3+3i)) * 4+4i
[1031] ['(1+i)', '(3+3i)', '(3+3i)', '6'] -> (1+i + 3+3i) * (6 - 3+3i)
[1032] ['(1+i)', '(3+3i)', '(3+4i)', '(6+i)'] -> (1+i + 3+3i) * (6+i - 3+4i)
[1033] ['(1+i)', '(3+3i)', '(3+5i)', '(4+5i)'] -> (3+5i - (1+i * 4+5i)) * 3+3i
[1034] ['(1+i)', '(3+3i)', '(3+5i)', '(6+2i)'] -> (1+i + 3+3i) * (6+2i - 3+5i)
[1035] ['i', '4i', '(1+i)', '(5+i)'] -> ((5+i / i) - 1+i) * 4i
[1036] ['(1+i)', '(3+3i)', '(3+6i)', '(6+3i)'] -> (1+i + 3+3i) * (6+3i - 3+6i)
[1037] ['(1+i)', '(3+3i)', '(4+i)', '6'] -> (4+i * 6) - (1+i * 3+3i)
[1038] ['(1+i)', '(3+3i)', '(4+2i)', '(6+2i)'] -> (6+2i - (1+i * 4+2i)) * 3+3i
[1039] ['(1+i)', '(3+3i)', '(4+3i)', '(5+3i)'] -> (5+3i - (1+i * 4+3i)) * 3+3i
[1040] ['(1+i)', '(3+3i)', '(4+4i)', '(4+4i)'] -> (4+4i - (1+i * 4+4i)) * 3+3i
[1041] ['(1+i)', '(3+4i)', '4', '6'] -> 6 / (1+i - (3+4i / 4))
[1042] ['(1+i)', '(3+4i)', '(5+2i)', '(5+2i)'] -> ((5+2i * 5+2i) + 3+4i) / 1+i
[1043] ['(1+i)', '(3+4i)', '6', '6'] -> ((3+4i * 6) + 6) / 1+i
[1044] ['(1+2i)', '(5+2i)', '6', '6'] -> (5+2i * 6) - (1+2i * 6)
[1045] ['(1+2i)', '6', '6', '(6+2i)'] -> ((6+2i - 1+2i) * 6) - 6
[1046] ['i', '4i', '(1+2i)', '(2+5i)'] -> ((1+2i / i) - 2+5i) * 4i
[1047] ['(1+3i)', '(1+3i)', '3', '6'] -> ((1+3i / 1+3i) + 3) * 6
[1048] ['(1+3i)', '(1+3i)', '(3+i)', '4'] -> (1+3i + 3+i) * (4 - 1+3i)
[1049] ['(1+3i)', '(1+3i)', '(3+i)', '(5+3i)'] -> (1+3i + 5+3i) * (3+i - 1+3i)
[1050] ['(1+3i)', '(1+3i)', '4', '5'] -> ((1+3i / 1+3i) + 5) * 4
[1051] ['(1+3i)', '(1+3i)', '5', '5'] -> (5 * 5) - (1+3i / 1+3i)
[1052] ['(1+3i)', '(1+3i)', '5', '6'] -> (5 - (1+3i / 1+3i)) * 6
[1053] ['(1+3i)', '(1+4i)', '2', '5'] -> (1+3i + 2) * (5 - 1+4i)
[1054] ['(1+3i)', '(1+4i)', '3', '4'] -> (1+4i + 3) * (4 - 1+3i)
[1055] ['(1+3i)', '(1+4i)', '(3+i)', '(4+i)'] -> (1+3i + 3+i) * (4+i - 1+4i)
[1056] ['(1+3i)', '(1+4i)', '(3+i)', '(5+2i)'] -> (1+4i + 5+2i) * (3+i - 1+3i)
[1057] ['i', '4i', '(1+2i)', '(4+i)'] -> ((4+i / i) - 1+2i) * 4i
[1058] ['(1+3i)', '(1+4i)', '(3+2i)', '(5+3i)'] -> (1+3i + 5+3i) * (3+2i - 1+4i)
[1059] ['(1+2i)', '(1+4i)', '(1+6i)', '2'] -> ((2 - 1+4i) * 1+6i) - 1+2i
[1060] ['(1+2i)', '(1+4i)', '(1+6i)', '3'] -> (1+6i - (1+2i * 1+4i)) * 3
[1061] ['(1+2i)', '(1+4i)', '(1+6i)', '(3+6i)'] -> ((1+6i / 1+2i) - 1+4i) * 3+6i
[1062] ['(1+2i)', '(1+4i)', '(2+i)', '5'] -> (1+2i + 2+i) * (5 - 1+4i)
[1063] ['(1+2i)', '(1+4i)', '(2+2i)', '(3+4i)'] -> (1+4i - (1+2i * 3+4i)) * 2+2i
[1064] ['(1+2i)', '(1+4i)', '(2+6i)', '(6+2i)'] -> (1+2i * 6+2i) - (1+4i * 2+6i)
[1065] ['(1+2i)', '(1+4i)', '3', '(5+2i)'] -> (1+4i + 5+2i) * (3 - 1+2i)
[1066] ['(1+2i)', '(1+4i)', '(3+2i)', '(4+i)'] -> (1+2i + 3+2i) * (4+i - 1+4i)
[1067] ['(1+2i)', '(1+4i)', '(3+2i)', '(5+4i)'] -> (1+2i + 5+4i) * (3+2i - 1+4i)
[1068] ['i', '4i', '(1+3i)', '(3+i)'] -> ((3+i / i) - 1+3i) * 4i
[1069] ['(1+2i)', '(1+5i)', '(1+5i)', '(4+2i)'] -> (1+2i * 4+2i) - (1+5i * 1+5i)
[1070] ['(1+2i)', '(1+5i)', '(1+6i)', '(2+i)'] -> ((2+i - 1+5i) * 1+6i) - 1+2i
[1071] ['(1+2i)', '(1+5i)', '(2+i)', '(5+i)'] -> (1+2i + 2+i) * (5+i - 1+5i)
[1072] ['(1+2i)', '(1+5i)', '3', '(5+i)'] -> (1+5i + 5+i) * (3 - 1+2i)
[1073] ['(1+2i)', '(1+5i)', '(3+2i)', '(4+2i)'] -> (1+2i + 3+2i) * (4+2i - 1+5i)
[1074] ['(1+2i)', '(1+5i)', '(3+3i)', '(3+3i)'] -> (1+5i - (1+2i * 3+3i)) * 3+3i
[1075] ['(1+2i)', '(1+5i)', '(3+3i)', '(5+4i)'] -> (1+2i + 5+4i) * (3+3i - 1+5i)
[1076] ['(1+2i)', '(1+5i)', '5', '(6+3i)'] -> ((6+3i - 1+2i) * 5) - 1+5i
[1077] ['(1+2i)', '(1+6i)', '(1+6i)', '(2+2i)'] -> ((2+2i - 1+6i) * 1+6i) - 1+2i
[1078] ['(1+2i)', '(1+6i)', '(2+i)', '(5+2i)'] -> (1+2i + 2+i) * (5+2i - 1+6i)
[1079] ['i', '4i', '(1+3i)', '(3+5i)'] -> ((1+3i / i) - 3+5i) * 4i
[1080] ['(1+2i)', '(1+6i)', '(2+4i)', '3'] -> ((3 - 2+4i) * 1+6i) - 1+2i
[1081] ['(1+2i)', '(1+6i)', '(2+5i)', '(3+i)'] -> ((3+i - 2+5i) * 1+6i) - 1+2i
[1082] ['(1+2i)', '(1+6i)', '(2+6i)', '(3+2i)'] -> ((3+2i - 2+6i) * 1+6i) - 1+2i
[1083] ['(1+2i)', '(1+6i)', '3', '5'] -> (1+6i + 5) * (3 - 1+2i)
[1084] ['(1+2i)', '(1+6i)', '(3+2i)', '(4+3i)'] -> (1+2i + 3+2i) * (4+3i - 1+6i)
[1085] ['(1+2i)', '(1+6i)', '(3+4i)', '4'] -> ((4 - 3+4i) * 1+6i) - 1+2i
[1086] ['(1+2i)', '(1+6i)', '(3+4i)', '(5+4i)'] -> (1+2i + 5+4i) * (3+4i - 1+6i)
[1087] ['(1+2i)', '(1+6i)', '(3+5i)', '(4+i)'] -> ((4+i - 3+5i) * 1+6i) - 1+2i
[1088] ['(1+2i)', '(1+6i)', '(3+6i)', '(4+2i)'] -> ((4+2i - 3+6i) * 1+6i) - 1+2i
[1089] ['(1+2i)', '(1+6i)', '(4+4i)', '5'] -> ((5 - 4+4i) * 1+6i) - 1+2i
[1090] ['i', '4i', '(1+3i)', '(4+4i)'] -> ((4i / i) - 1+3i) * 4+4i
[1091] ['(1+2i)', '(1+6i)', '(4+5i)', '(5+i)'] -> ((5+i - 4+5i) * 1+6i) - 1+2i
[1092] ['(1+2i)', '(1+6i)', '(5+4i)', '6'] -> ((6 - 5+4i) * 1+6i) - 1+2i
[1093] ['(1+2i)', '2', '(3+3i)', '6'] -> (6 - (1+2i * 2)) * 3+3i
[1094] ['(1+2i)', '2', '(4+2i)', '6'] -> (2 + 6) * (4+2i - 1+2i)
[1095] ['(1+2i)', '2', '(4+2i)', '(6+2i)'] -> ((4+2i / 1+2i) + 2) * 6+2i
[1096] ['(1+2i)', '2', '(4+4i)', '(5+i)'] -> (5+i - (1+2i * 2)) * 4+4i
[1097] ['(1+2i)', '2', '(5+i)', '(6+i)'] -> ((6+i - 1+2i) * 5+i) - 2
[1098] ['(1+2i)', '(3+4i)', '(5+2i)', '(5+4i)'] -> (1+2i + 5+4i) * (5+2i - 3+4i)
[1099] ['(1+2i)', '(3+5i)', '(5+2i)', '(6+i)'] -> ((6+i - 1+2i) * 5+2i) - 3+5i
[1100] ['(1+2i)', '(3+5i)', '(5+3i)', '(5+4i)'] -> (1+2i + 5+4i) * (5+3i - 3+5i)
[1101] ['i', '4i', '(1+3i)', '(6+2i)'] -> ((1+3i * 6+2i) + 4i) / i
[1102] ['(1+2i)', '(3+6i)', '(5+i)', '(6+3i)'] -> ((5+i - 1+2i) * 6+3i) - 3+6i
[1103] ['(1+2i)', '(3+6i)', '(5+4i)', '(5+4i)'] -> (1+2i + 5+4i) * (5+4i - 3+6i)
[1104] ['(1+2i)', '4', '4', '(4+2i)'] -> (4 + 4) * (4+2i - 1+2i)
[1105] ['(1+2i)', '4', '(4+i)', '(4+3i)'] -> ((4+3i / 1+2i) + 4+i) * 4
[1106] ['(1+2i)', '4', '(4+2i)', '(6+2i)'] -> ((6+2i / 1+2i) + 4+2i) * 4
[1107] ['(1+2i)', '(4+i)', '(4+5i)', '(5+2i)'] -> (4+i * 5+2i) - (1+2i * 4+5i)
[1108] ['(1+2i)', '(4+2i)', '(5+i)', '(5+i)'] -> (5+i * 5+i) - (1+2i * 4+2i)
[1109] ['(1+2i)', '(4+2i)', '(5+4i)', '6'] -> (1+2i + 5+4i) * (6 - 4+2i)
[1110] ['(1+2i)', '(4+3i)', '(5+4i)', '(6+i)'] -> (1+2i + 5+4i) * (6+i - 4+3i)
[1111] ['(1+2i)', '(4+4i)', '(5+4i)', '(6+2i)'] -> (1+2i + 5+4i) * (6+2i - 4+4i)
[1112] ['i', 'i', '4i', '5'] -> ((5 / i) - i) * 4i
[1113] ['2i', '2i', '(1+6i)', '2'] -> (2i - (1+6i * 2i)) * 2
[1114] ['i', '4i', '(1+4i)', '(2+i)'] -> ((2+i / i) - 1+4i) * 4i
[1115] ['(1+2i)', '(4+5i)', '(5+4i)', '(6+3i)'] -> (1+2i + 5+4i) * (6+3i - 4+5i)
[1116] ['(1+2i)', '5', '(5+2i)', '6'] -> ((6 - 1+2i) * 5+2i) - 5
[1117] ['(1+2i)', '5', '6', '(6+3i)'] -> ((5 - 1+2i) * 6+3i) - 6
[1118] ['(1+2i)', '(2+6i)', '(4+4i)', '(5+4i)'] -> (1+2i + 5+4i) * (4+4i - 2+6i)
[1119] ['(1+2i)', '3', '3', '(3+6i)'] -> (3 + 3+6i) * (3 - 1+2i)
[1120] ['(1+2i)', '3', '3', '(5+2i)'] -> (3 + 3) * (5+2i - 1+2i)
[1121] ['(1+2i)', '3', '(3+i)', '(3+5i)'] -> (3 - 1+2i) * (3+5i + 3+i)
[1122] ['(1+2i)', '3', '(3+2i)', '(3+4i)'] -> (3 - 1+2i) * (3+2i + 3+4i)
[1123] ['(1+2i)', '3', '(3+3i)', '(3+3i)'] -> (3 - 1+2i) * (3+3i + 3+3i)
[1124] ['(1+2i)', '3', '(3+6i)', '4'] -> ((3+6i / 1+2i) + 3) * 4
[1125] ['i', '4i', '(1+4i)', '(4+4i)'] -> 4+4i - ((1+4i + i) * 4i)
[1126] ['(1+2i)', '3', '(3+6i)', '(5+4i)'] -> (3 * 5+4i) - (1+2i * 3+6i)
[1127] ['(1+2i)', '3', '(4+3i)', '(6+i)'] -> ((4+3i / 1+2i) + 6+i) * 3
[1128] ['(1+2i)', '3', '(6+2i)', '(6+2i)'] -> ((6+2i / 1+2i) + 6+2i) * 3
[1129] ['(1+2i)', '(3+i)', '(3+i)', '6'] -> ((3+i / 1+2i) + 3+i) * 6
[1130] ['(1+2i)', '(3+i)', '(3+3i)', '(5+3i)'] -> (5+3i - (1+2i * 3+i)) * 3+3i
[1131] ['(1+2i)', '(3+i)', '4', '(5+i)'] -> ((3+i / 1+2i) + 5+i) * 4
[1132] ['(1+2i)', '(3+i)', '(4+4i)', '(4+4i)'] -> (4+4i - (1+2i * 3+i)) * 4+4i
[1133] ['(1+2i)', '(3+i)', '6', '6'] -> ((6 / 1+2i) + 6) * 3+i
[1134] ['(1+2i)', '(3+2i)', '(3+3i)', '(3+4i)'] -> (3+4i - (1+2i * 3+2i)) * 3+3i
[1135] ['(1+2i)', '(3+2i)', '(3+3i)', '6'] -> (1+2i + 3+2i) * (6 - 3+3i)
[1136] ['i', '4i', '2', '(6+2i)'] -> ((6+2i / i) - 2) * 4i
[1137] ['(1+2i)', '(3+2i)', '(3+4i)', '(6+i)'] -> (1+2i + 3+2i) * (6+i - 3+4i)
[1138] ['(1+2i)', '(3+2i)', '(3+5i)', '(6+2i)'] -> (1+2i + 3+2i) * (6+2i - 3+5i)
[1139] ['(1+2i)', '(3+2i)', '(3+6i)', '(6+3i)'] -> (1+2i + 3+2i) * (6+3i - 3+6i)
[1140] ['(1+2i)', '(3+2i)', '5', '(5+4i)'] -> (1+2i + 5+4i) * (5 - 3+2i)
[1141] ['(1+2i)', '(3+2i)', '5', '6'] -> ((5 / 1+2i) + 3+2i) * 6
[1142] ['(1+2i)', '(3+3i)', '(5+i)', '(5+4i)'] -> (1+2i + 5+4i) * (5+i - 3+3i)
[1143] ['(1+2i)', '(2+i)', '(2+2i)', '(2+3i)'] -> (2+i - (1+2i * 2+3i)) * 2+2i
[1144] ['(1+2i)', '(2+i)', '(2+4i)', '6'] -> (1+2i + 2+i) * (6 - 2+4i)
[1145] ['(1+2i)', '(2+i)', '(2+5i)', '(6+i)'] -> (1+2i + 2+i) * (6+i - 2+5i)
[1146] ['(1+2i)', '(2+i)', '(2+6i)', '(6+2i)'] -> (1+2i + 2+i) * (6+2i - 2+6i)
[1147] ['i', '4i', '(2+i)', '(5+2i)'] -> ((5+2i / i) - 2+i) * 4i
[1148] ['(1+2i)', '(2+i)', '3', '(4+5i)'] -> (2+i + 4+5i) * (3 - 1+2i)
[1149] ['(1+2i)', '(2+i)', '(3+2i)', '(4+4i)'] -> (3+2i - (1+2i * 2+i)) * 4+4i
[1150] ['(1+2i)', '(2+i)', '(3+3i)', '(4+i)'] -> (4+i - (1+2i * 2+i)) * 3+3i
[1151] ['(1+2i)', '(2+i)', '(4+3i)', '6'] -> ((4+3i / 1+2i) + 2+i) * 6
[1152] ['(1+2i)', '(2+i)', '(4+5i)', '6'] -> (4+5i - (1+2i * 2+i)) * 6
[1153] ['(1+2i)', '(2+i)', '(6+i)', '(6+2i)'] -> ((6+i / 1+2i) + 2+i) * 6+2i
[1154] ['(1+2i)', '(2+2i)', '(2+2i)', '(3+3i)'] -> (2+2i - (1+2i * 2+2i)) * 3+3i
[1155] ['(1+2i)', '(2+2i)', '(2+2i)', '4'] -> (4 - (1+2i * 2+2i)) * 2+2i
[1156] ['(1+2i)', '(2+2i)', '(2+6i)', '(4+4i)'] -> (2+6i - (1+2i * 4+4i)) * 2+2i
[1157] ['(1+2i)', '(2+2i)', '3', '(4+4i)'] -> (2+2i + 4+4i) * (3 - 1+2i)
[1158] ['i', '4i', '(2+2i)', '(2+4i)'] -> ((2+2i / i) - 2+4i) * 4i
[1159] ['(1+2i)', '(2+2i)', '(3+2i)', '(5+2i)'] -> (5+2i - (1+2i * 3+2i)) * 2+2i
[1160] ['(1+2i)', '(2+2i)', '(3+3i)', '(3+3i)'] -> (3+3i - (1+2i * 3+3i)) * 2+2i
[1161] ['(1+2i)', '(2+2i)', '4', '(5+4i)'] -> (1+2i + 5+4i) * (4 - 2+2i)
[1162] ['(1+2i)', '(2+2i)', '(4+3i)', '(4+5i)'] -> (4+5i - (1+2i * 4+3i)) * 2+2i
[1163] ['(1+2i)', '(2+2i)', '5', '(5+3i)'] -> ((5 - 1+2i) * 5+3i) - 2+2i
[1164] ['(1+2i)', '(2+2i)', '(5+i)', '(6+2i)'] -> ((5+i - 1+2i) * 6+2i) - 2+2i
[1165] ['(1+2i)', '(2+2i)', '6', '(6+2i)'] -> ((6+2i / 1+2i) + 2+2i) * 6
[1166] ['(1+2i)', '(2+3i)', '3', '(4+3i)'] -> (2+3i + 4+3i) * (3 - 1+2i)
[1167] ['(1+2i)', '(2+3i)', '(3+2i)', '5'] -> (1+2i + 3+2i) * (5 - 2+3i)
[1168] ['(1+2i)', '(2+3i)', '(4+i)', '(5+4i)'] -> (1+2i + 5+4i) * (4+i - 2+3i)
[1169] ['i', '4i', '(2+2i)', '(2+6i)'] -> ((2+6i / i) - 4i) * 2+2i
[1170] ['(1+2i)', '(2+4i)', '3', '(4+2i)'] -> (2+4i + 4+2i) * (3 - 1+2i)
[1171] ['(1+2i)', '(2+4i)', '3', '6'] -> ((2+4i / 1+2i) + 6) * 3
[1172] ['(1+2i)', '(2+4i)', '(3+2i)', '(5+i)'] -> (1+2i + 3+2i) * (5+i - 2+4i)
[1173] ['(1+2i)', '(2+4i)', '4', '4'] -> ((2+4i / 1+2i) + 4) * 4
[1174] ['(1+2i)', '(2+4i)', '(4+2i)', '(5+4i)'] -> (1+2i + 5+4i) * (4+2i - 2+4i)
[1175] ['(1+2i)', '(2+5i)', '3', '(4+i)'] -> (2+5i + 4+i) * (3 - 1+2i)
[1176] ['(1+2i)', '(2+5i)', '(3+2i)', '(4+4i)'] -> (2+5i - (1+2i * 3+2i)) * 4+4i
[1177] ['(1+2i)', '(2+5i)', '(3+2i)', '(5+2i)'] -> (1+2i + 3+2i) * (5+2i - 2+5i)
[1178] ['(1+2i)', '(2+5i)', '(4+3i)', '(5+4i)'] -> (1+2i + 5+4i) * (4+3i - 2+5i)
[1179] ['(1+2i)', '(2+6i)', '3', '4'] -> (2+6i + 4) * (3 - 1+2i)
[1180] ['i', '4i', '(2+2i)', '(4+2i)'] -> ((4+2i / i) - 2+2i) * 4i
[1181] ['(1+2i)', '(2+6i)', '(3+2i)', '(5+3i)'] -> (1+2i + 3+2i) * (5+3i - 2+6i)
[1182] ['(1+3i)', '(1+5i)', '(1+5i)', '(3+i)'] -> (1+3i * 3+i) - (1+5i * 1+5i)
[1183] ['(1+3i)', '(1+5i)', '2', '(5+i)'] -> (1+3i + 2) * (5+i - 1+5i)
[1184] ['(1+3i)', '(1+5i)', '2', '(5+4i)'] -> (2 * 5+4i) - (1+3i * 1+5i)
[1185] ['(1+3i)', '(1+5i)', '(3+i)', '(4+2i)'] -> (1+3i + 3+i) * (4+2i - 1+5i)
[1186] ['(1+3i)', '(1+5i)', '(3+i)', '(5+i)'] -> (1+5i + 5+i) * (3+i - 1+3i)
[1187] ['(1+3i)', '(1+5i)', '(3+3i)', '(5+3i)'] -> (1+3i + 5+3i) * (3+3i - 1+5i)
[1188] ['(1+3i)', '(1+5i)', '(3+6i)', '(6+3i)'] -> (1+3i * 6+3i) - (1+5i * 3+6i)
[1189] ['(1+3i)', '(1+5i)', '(5+i)', '(6+3i)'] -> ((6+3i - 1+3i) * 5+i) - 1+5i
[1190] ['(1+3i)', '(1+6i)', '2', '(5+2i)'] -> (1+3i + 2) * (5+2i - 1+6i)
[1191] ['i', '4i', '(2+3i)', '(3+2i)'] -> ((3+2i / i) - 2+3i) * 4i
[1192] ['(1+3i)', '(1+6i)', '(2+4i)', '(5+i)'] -> (1+3i * 5+i) - (1+6i * 2+4i)
[1193] ['(1+3i)', '(1+6i)', '(3+i)', '(3+2i)'] -> (3+2i * 3+i) - (1+3i * 1+6i)
[1194] ['(1+3i)', '(1+6i)', '(3+i)', '(4+3i)'] -> (1+3i + 3+i) * (4+3i - 1+6i)
[1195] ['(1+3i)', '(1+6i)', '(3+i)', '5'] -> (1+6i + 5) * (3+i - 1+3i)
[1196] ['(1+3i)', '(1+6i)', '(3+4i)', '(5+3i)'] -> (1+3i + 5+3i) * (3+4i - 1+6i)
[1197] ['(1+3i)', '(3+i)', '(4+2i)', '6'] -> ((4+2i / 1+3i) + 3+i) * 6
[1198] ['(1+3i)', '(3+i)', '(5+i)', '(5+i)'] -> (5+i * 5+i) - (1+3i * 3+i)
[1199] ['(1+3i)', '(3+2i)', '(3+3i)', '6'] -> (3+2i * 6) - (1+3i * 3+3i)
[1200] ['(1+3i)', '(3+2i)', '5', '(5+3i)'] -> (1+3i + 5+3i) * (5 - 3+2i)
[1201] ['(1+3i)', '(3+3i)', '(3+6i)', '(4+i)'] -> (3+3i * 4+i) - (1+3i * 3+6i)
[1202] ['i', '4i', '(2+3i)', '(3+4i)'] -> ((2+3i / i) - 3+4i) * 4i
[1203] ['(1+3i)', '(3+3i)', '4', '(4+5i)'] -> ((4 - 1+3i) * 4+5i) - 3+3i
[1204] ['(1+3i)', '(3+3i)', '(5+i)', '(5+3i)'] -> (1+3i + 5+3i) * (5+i - 3+3i)
[1205] ['(1+3i)', '(3+4i)', '(5+2i)', '(5+3i)'] -> (1+3i + 5+3i) * (5+2i - 3+4i)
[1206] ['(1+3i)', '(3+5i)', '(5+2i)', '(6+2i)'] -> ((6+2i - 1+3i) * 5+2i) - 3+5i
[1207] ['(1+3i)', '(3+5i)', '(5+3i)', '(5+3i)'] -> (1+3i + 5+3i) * (5+3i - 3+5i)
[1208] ['(1+3i)', '(3+6i)', '(5+3i)', '(5+4i)'] -> (1+3i + 5+3i) * (5+4i - 3+6i)
[1209] ['(1+3i)', '4', '4', '(4+3i)'] -> (4 + 4) * (4+3i - 1+3i)
[1210] ['(1+3i)', '(2+5i)', '(3+i)', '(4+i)'] -> (2+5i + 4+i) * (3+i - 1+3i)
[1211] ['(1+3i)', '(2+5i)', '(3+i)', '(5+2i)'] -> (1+3i + 3+i) * (5+2i - 2+5i)
[1212] ['(1+3i)', '(2+5i)', '(4+3i)', '(5+3i)'] -> (1+3i + 5+3i) * (4+3i - 2+5i)
[1213] ['i', '4i', '(2+4i)', '(4+2i)'] -> ((2+4i * 4+2i) + 4i) / i
[1214] ['(1+3i)', '(2+6i)', '3', '6'] -> ((2+6i / 1+3i) + 6) * 3
[1215] ['(1+3i)', '(2+6i)', '(3+i)', '4'] -> (2+6i + 4) * (3+i - 1+3i)
[1216] ['(1+3i)', '(2+6i)', '(3+i)', '(5+3i)'] -> (1+3i + 3+i) * (5+3i - 2+6i)
[1217] ['(1+3i)', '(2+6i)', '(4+4i)', '(5+3i)'] -> (1+3i + 5+3i) * (4+4i - 2+6i)
[1218] ['(1+3i)', '3', '3', '(3+i)'] -> ((3 * 3+i) - 1+3i) * 3
[1219] ['(1+3i)', '3', '3', '(5+3i)'] -> (3 + 3) * (5+3i - 1+3i)
[1220] ['(1+3i)', '3', '(3+i)', '(3+6i)'] -> (3 + 3+6i) * (3+i - 1+3i)
[1221] ['(1+3i)', '3', '(3+5i)', '(3+6i)'] -> (3 * 3+5i) - (1+3i * 3+6i)
[1222] ['(1+3i)', '(3+i)', '(3+i)', '(3+5i)'] -> (3+5i + 3+i) * (3+i - 1+3i)
[1223] ['(1+3i)', '(3+i)', '(3+2i)', '(3+4i)'] -> (3+2i + 3+4i) * (3+i - 1+3i)
[1224] ['2i', '2i', '2', '(2+6i)'] -> (2 - 2+6i) * (2i + 2i)
[1225] ['i', '4i', '(2+4i)', '(4+4i)'] -> ((2+4i / i) - 4+4i) * 4i
[1226] ['(1+3i)', '(3+i)', '(3+3i)', '(3+3i)'] -> (3+3i + 3+3i) * (3+i - 1+3i)
[1227] ['(1+3i)', '(3+i)', '(3+3i)', '6'] -> (1+3i + 3+i) * (6 - 3+3i)
[1228] ['(1+3i)', '(3+i)', '(3+4i)', '(6+i)'] -> (1+3i + 3+i) * (6+i - 3+4i)
[1229] ['(1+3i)', '(3+i)', '(3+5i)', '(5+3i)'] -> (3+i * 5+3i) - (1+3i * 3+5i)
[1230] ['(1+3i)', '(3+i)', '(3+5i)', '(6+2i)'] -> (1+3i + 3+i) * (6+2i - 3+5i)
[1231] ['(1+3i)', '(3+i)', '(3+6i)', '(6+3i)'] -> (1+3i + 3+i) * (6+3i - 3+6i)
[1232] ['(1+3i)', '(2+2i)', '(2+6i)', '(5+i)'] -> (2+2i * 5+i) - (1+3i * 2+6i)
[1233] ['(1+3i)', '(2+2i)', '(3+i)', '(4+4i)'] -> (2+2i + 4+4i) * (3+i - 1+3i)
[1234] ['(1+3i)', '(2+2i)', '(3+2i)', '(3+5i)'] -> (3+5i - (1+3i * 3+2i)) * 2+2i
[1235] ['(1+3i)', '(2+2i)', '4', '(5+2i)'] -> (4 * 5+2i) - (1+3i * 2+2i)
[1236] ['i', '4i', '(2+5i)', '(5+4i)'] -> ((2+5i / i) - 5+4i) * 4i
[1237] ['(1+3i)', '(2+2i)', '4', '(5+3i)'] -> (1+3i + 5+3i) * (4 - 2+2i)
